nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Dicliptera squarrosa,"NA","NA","NA","NA",LC,"NA"
Dictyoloma vandellianum,"NA",LC,"NA","NA","NA","NA"
Dictyostega orobanchoides,"NA","NA","NA","NA",LC,"NA"
Dicymbe heteroxylon,"NA","NA","NA","NA",DD,"NA"
Dicypellium caryophyllaceum,"NA","NA","NA",CR,"NA","NA"
Didymoglossum kapplerianum,"NA","NA","NA","NA",DD,"NA"
Didymoglossum ovale,"NA","NA","NA","NA",LC,"NA"
Didymopanax acuminatus,"NA","NA","NA",EN,"NA","NA"
Didymopanax angustissimus,"NA",LC,"NA","NA","NA","NA"
Didymopanax auratus,"NA","NA","NA",CR,"NA","NA"
Didymopanax calvus,"NA","NA","NA","NA",LC,"NA"
Didymopanax gardneri,"NA","NA","NA",EN,"NA","NA"
Didymopanax glaziovii,"NA","NA","NA",EN,"NA","NA"
Didymopanax macrocarpus,"NA",LC,"NA","NA","NA","NA"
Didymopanax morototoni,"NA",LC,"NA","NA","NA","NA"
Didymopanax vinosus,"NA",LC,"NA","NA","NA","NA"
Dieffenbachia aglaonematifolia,"NA","NA","NA","NA",LC,"NA"
Digitaria corynotricha,"NA","NA","NA","NA",LC,EN
Digitaria horizontalis,"NA",LC,"NA","NA","NA","NA"
Digitaria insularis,"NA",LC,"NA","NA","NA","NA"
Digitaria neesiana,"NA","NA","NA",EN,EN,EN
Digitaria nuda,"NA",LC,"NA","NA","NA","NA"
Dilodendron bipinnatum,"NA","NA","NA","NA",LC,"NA"
Dimerostemma annuum,"NA","NA","NA",EN,"NA","NA"
Dimerostemma arnottii,"NA","NA","NA","NA",LC,"NA"
Dimerostemma bahiense,"NA","NA","NA","NA",DD,"NA"
Dimerostemma bishopii,"NA","NA","NA","NA",DD,"NA"
Dimerostemma episcopale,"NA","NA","NA",EN,"NA","NA"
Dimerostemma grazielae,"NA","NA","NA",VU,"NA","NA"
Dimerostemma lippioides,"NA",LC,"NA","NA","NA","NA"
Dimerostemma myrtifolium,"NA","NA","NA",EN,"NA","NA"
Dimorphandra exaltata,"NA","NA","NA","NA",LC,"NA"
Dimorphandra mediocris,"NA","NA","NA","NA",DD,"NA"
Dimorphandra mollis,"NA",LC,"NA","NA","NA","NA"
Dimorphandra wilsonii,"NA","NA","NA",CR,"NA","NA"
Dioclea burkartii,"NA","NA","NA","NA",LC,"NA"
Dioscorea aesculifolia,"NA","NA","NA","NA",DD,"NA"
Dioscorea asperula,"NA","NA","NA",VU,"NA","NA"
Dioscorea campestris,"NA","NA","NA","NA",LC,"NA"
Dioscorea grandiflora,"NA","NA","NA","NA",LC,VU
Dioscorea kunthiana,"NA","NA","NA","NA",LC,"NA"
Dioscorea loefgrenii,"NA","NA","NA",VU,"NA",VU
Dioscorea mantiqueirensis,"NA","NA","NA",CR,"NA",EX
Dioscorea mollis,"NA","NA","NA","NA",LC,VU
Dioscorea perdicum,"NA","NA","NA","NA","NA",VU
Dioscorea pseudomacrocapsa,"NA","NA","NA",EN,"NA","NA"
Dioscorea rumicoides,"NA","NA","NA","NA",LC,VU
Dioscorea sanpaulensis,"NA","NA","NA",EN,EN,"NA"
Dioscorea stegelmanniana,"NA","NA","NA","NA",LC,"NA"
Dioscorea trilinguis,"NA",LC,"NA",EN,EN,"NA"
Diospyros apeibacarpos,"NA",LC,"NA","NA",LC,"NA"
Diospyros brasiliensis,"NA",NT,"NA","NA",NT,"NA"
Diospyros inconstans,"NA","NA","NA","NA",LC,"NA"
Diospyros lasiocalyx,"NA","NA","NA","NA",LC,"NA"
Diphasium jussiaei,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA
Diploon cuspidatum,"NA",LC,"NA","NA","NA","NA"
Diplopterys sepium,"NA","NA","NA",EN,"NA","NA"
Diplusodon aggregatifolius,"NA","NA","NA",EN,"NA","NA"
Diplusodon argyrophyllus,"NA","NA","NA",CR,"NA","NA"
Diplusodon ericoides,"NA","NA","NA",CR,"NA","NA"
Diplusodon glaziovii,"NA","NA","NA",CR,"NA","NA"
Diplusodon glocimarii,"NA","NA","NA","NA",EN,"NA"
Diplusodon gracilis,"NA","NA","NA",CR,"NA","NA"
Diplusodon hatschbachii,"NA","NA","NA",VU,"NA","NA"
Diplusodon kielmeyeroides,"NA","NA","NA","NA",DD,"NA"
Diplusodon minasensis,"NA","NA","NA",EN,"NA","NA"
Diplusodon orbicularis,"NA","NA","NA",VU,"NA","NA"
Diplusodon ovatus,"NA","NA","NA",EN,EN,EN
Diplusodon panniculatus,"NA","NA","NA",CR,"NA","NA"
Diplusodon retroimbricatus,"NA","NA","NA",CR,"NA","NA"
Diplusodon vidalii,"NA","NA","NA","NA",DD,"NA"
Diplusodon villosissimus,"NA","NA","NA",VU,VU,EN
Dipteryx alata,"NA",VU,"NA","NA",LC,"NA"
Discaria americana,"NA","NA","NA",VU,"NA","NA"
Disciphania hernandia,"NA","NA","NA","NA",DD,"NA"
Discocactus bahiensis,"NA","NA","NA",VU,"NA","NA"
Discocactus catingicola,"NA","NA","NA",VU,"NA","NA"
Discocactus ferricola,"NA","NA","NA","NA",DD,"NA"
Discocactus heptacanthus,"NA","NA","NA","NA",DD,"NA"
Discocactus horstii,"NA","NA","NA",CR,"NA","NA"
Discocactus pseudoinsignis,"NA","NA","NA",CR,"NA","NA"
Discocactus zehntneri,"NA","NA","NA",VU,"NA","NA"
Discolobium psoraleifolium,"NA","NA","NA","NA",DD,"NA"
Disteganthus basilateralis,"NA","NA","NA","NA",DD,"NA"
Distimake repens,"NA","NA","NA",EN,"NA","NA"
Disynaphia ericoides,"NA","NA","NA",EN,EN,EN
Disynaphia praeficta,"NA","NA","NA",EN,"NA","NA"
Disynaphia variolata,"NA","NA","NA",EN,EN,"NA"
Ditassa arianeae,"NA","NA","NA",EN,"NA","NA"
Ditassa auriflora,"NA","NA","NA",CR,"NA","NA"
Ditassa bicolor,"NA",DD,"NA","NA","NA","NA"
Ditassa cipoensis,"NA","NA","NA",EN,"NA","NA"
Ditassa cordeiroana,"NA","NA","NA",EN,"NA","NA"
Ditassa itambensis,"NA","NA","NA",EN,"NA","NA"
Ditassa laevis,"NA","NA","NA",EN,"NA","NA"
Ditassa lagoensis,"NA","NA",EX,"NA",LC,EX
Ditassa leonii,"NA","NA","NA",VU,"NA","NA"
Ditassa longisepala,"NA","NA","NA",EN,"NA","NA"
Ditassa maricaensis,"NA","NA","NA",EN,"NA","NA"
Ditassa oberdanii,"NA","NA","NA",EN,"NA","NA"
Dodonaea viscosa,"NA",LC,"NA","NA","NA","NA"
Doliocarpus glomeratus,"NA","NA","NA","NA",LC,"NA"
Doliocarpus lancifolius,"NA","NA","NA",EN,"NA","NA"
Dorstenia alberti,"NA","NA","NA","NA",DD,"NA"
Dorstenia arifolia,"NA","NA","NA","NA",LC,"NA"
Dorstenia brasiliensis,"NA","NA","NA","NA",LC,"NA"
Dorstenia cayapia,"NA","NA","NA","NA",LC,"NA"
Dorstenia conceptionis,"NA","NA","NA",EN,"NA","NA"
Dorstenia fischeri,"NA","NA","NA","NA",DD,"NA"
Dorstenia hildegardis,"NA","NA","NA",CR,"NA","NA"
Dorstenia sucrei,"NA","NA","NA","NA",DD,"NA"
Doryopteris rediviva,"NA","NA","NA",VU,VU,"NA"
Doryopteris trilobata,"NA","NA","NA",EN,"NA","NA"
Drepanolejeunea aculeata,"NA",EN,"NA",EN,EN,"NA"
Drimys brasiliensis,"NA","NA","NA","NA",LC,"NA"
Drosera graomogolensis,"NA","NA","NA",EN,"NA","NA"
Dryadella auriculigera,CR,"NA","NA",CR,CR,EX
Dryadella gomes-ferreirae,"NA","NA","NA","NA",DD,"NA"
Dryadella kautskyi,"NA","NA","NA","NA",DD,"NA"
Dryadella lilliputiana,"NA","NA","NA",VU,VU,VU
Dryadella susanae,"NA","NA","NA",CR,"NA","NA"
Duckeanthus grandiflorus,"NA","NA","NA","NA",DD,"NA"
Duguetia dicholepidota,"NA","NA","NA","NA",DD,"NA"
Duguetia furfuracea,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,NA-NA
Duguetia lanceolata,"NA",LC,"NA","NA",LC,"NA"
Duguetia magnolioidea,"NA","NA","NA",EN,"NA","NA"
Duguetia restingae,"NA","NA","NA",CR,"NA","NA"
Duguetia reticulata,"NA","NA","NA",EN,"NA","NA"
Duguetia salicifolia,"NA","NA",VU,"NA",LC,VU
Duguetia scottmorii,"NA","NA","NA",CR,"NA","NA"
Duguetia sooretamae,"NA","NA","NA",EN,"NA","NA"
Duranta erecta,"NA",LC,"NA","NA","NA","NA"
Duranta vestita,"NA",LC,"NA","NA","NA","NA"
Dyckia agudensis,"NA","NA","NA",CR,"NA","NA"
Dyckia alba,"NA","NA","NA","NA",DD,"NA"
Dyckia brevifolia,"NA","NA","NA","NA",DD,"NA"
Dyckia choristaminea,"NA","NA","NA","NA",DD,"NA"
Dyckia delicata,"NA","NA","NA",CR,"NA","NA"
Dyckia distachya,"NA","NA","NA",CR,"NA","NA"
Dyckia dusenii,NA-NA,NA-NA,NA-NA,CR-NA,NA-DD,NA-NA
Dyckia encholirioides,"NA","NA","NA","NA",NT,"NA"
Dyckia fosteriana,"NA","NA","NA",EN,"NA","NA"
Dyckia hatschbachii,"NA","NA","NA",CR,"NA","NA"
Dyckia hebdingii,NA-NA,NA-NA,NA-NA,CR-NA,NA-DD,NA-NA
Dyckia ibiramensis,"NA","NA","NA",EN,"NA","NA"
Dyckia irmgardiae,"NA","NA","NA","NA",DD,"NA"
Dyckia maritima,"NA","NA","NA",EN,"NA","NA"
Dyckia minarum,"NA","NA","NA","NA",LC,VU
Dyckia monticola,"NA","NA","NA",CR,"NA","NA"
Dyckia rariflora,"NA","NA","NA",EN,"NA","NA"
Dyckia reitzii,"NA","NA","NA",EN,"NA","NA"
Dyckia remotiflora,"NA","NA","NA",EN,"NA","NA"
Dyckia retroflexa,"NA","NA","NA","NA",DD,"NA"
Dyckia rigida,"NA","NA","NA","NA",DD,"NA"
Dyckia tomentosa,"NA","NA","NA","NA",DD,"NA"
Dyckia tuberosa,NA-NA-NA,NA-NA-NA,NA-NA-NA,CR-EN-NA,CR-EN-LC,NA-NA-NA
Dyckia ursina,"NA","NA","NA",CR,"NA","NA"
Dyckia x elisabethae,"NA","NA","NA","NA",DD,"NA"
Dyckia x julianae,"NA","NA","NA","NA",DD,"NA"
Dyschoriste lavandulacea,"NA","NA","NA",EN,"NA","NA"
Dyschoriste smithii,"NA","NA","NA",CR,"NA","NA"
Dyssochroma longipes,"NA","NA","NA","NA",LC,"NA"
Dyssochroma viridiflorum,"NA","NA","NA","NA",LC,"NA"
Ecclinusa bullata,"NA","NA","NA","NA",DD,"NA"
Ecclinusa lancifolia,"NA","NA","NA","NA",DD,"NA"
Ecclinusa ramiflora,"NA",LC,"NA","NA","NA","NA"
Echinochloa colona,"NA",LC,"NA","NA","NA","NA"
Echinochloa crus-pavonis,"NA",LC,"NA","NA","NA","NA"
Echinochloa polystachya,"NA",LC,"NA","NA","NA","NA"
Echinochloa walteri,"NA",LC,"NA","NA","NA","NA"
Echinocoryne echinocephala,"NA","NA","NA",EN,"NA","NA"
Echinodorus paniculatus,"NA","NA",EX,"NA",LC,EX
Echinopsis calochlora,"NA","NA","NA",CR,"NA","NA"
Echinopsis oxygona,"NA","NA","NA",EN,"NA","NA"
Eclipta prostrata,"NA",LC,"NA","NA","NA","NA"
Edmundoa lindenii,"NA","NA","NA","NA",LC,"NA"
Eduandrea selloana,"NA","NA","NA",EN,"NA","NA"
Egletes viscosa,"NA","NA","NA","NA",LC,"NA"
Elachyptera coriacea,"NA","NA","NA","NA",DD,"NA"
Elachyptera festiva,"NA","NA","NA","NA",LC,"NA"
Elachyptera micrantha,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum acrocarpum,"NA","NA","NA",VU,VU,"NA"
Elaphoglossum beckeri,"NA","NA","NA",CR,"NA","NA"
Elaphoglossum edwallii,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum gayanum,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum herminieri,"NA","NA","NA","NA",DD,"NA"
Elaphoglossum hybridum,"NA",LC,"NA","NA","NA","NA"
Elaphoglossum iguapense,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum itatiayense,"NA","NA","NA","NA",NT,"NA"
Elaphoglossum langsdorffii,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum macahense,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum nigrescens,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum pachydermum,"NA","NA","NA","NA",NT,"NA"
Elaphoglossum paulistanum,"NA","NA","NA","NA",NT,"NA"
Elaphoglossum prestonii,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum scolopendrifolium,"NA","NA","NA",EN,EN,"NA"
Elaphoglossum strictum,"NA","NA","NA","NA",LC,"NA"
Elaphoglossum tectum,"NA","NA","NA","NA",LC,"NA"
Eleocharis acutangula,"NA",LC,"NA","NA","NA","NA"
Eleocharis bonariensis,"NA","NA","NA","NA",LC,"NA"
Eleocharis confervoides,"NA",LC,"NA","NA","NA","NA"
Eleocharis flavescens,"NA",LC,"NA","NA","NA","NA"
Eleocharis geniculata,"NA",LC,"NA","NA","NA","NA"
Eleocharis loefgreniana,"NA","NA","NA","NA",LC,"NA"
Eleocharis mutata,"NA",LC,"NA","NA","NA","NA"
Eleocharis plicarhachis,"NA","NA","NA","NA",LC,"NA"
Eleocharis radicans,"NA","NA","NA","NA",NE,"NA"
Eleocharis sellowiana,"NA",LC,"NA","NA","NA","NA"
Eleocharis stenocarpa,"NA","NA","NA","NA",DD,"NA"
Eleocharis urceolata,"NA","NA","NA","NA",DD,"NA"
Elephantopus riparius,"NA","NA","NA","NA",LC,"NA"
Eleusine tristachya,"NA",LC,"NA","NA","NA","NA"
Elleanthus linifolius,"NA","NA","NA","NA",LC,"NA"
Eltroplectris calcarata,"NA","NA","NA","NA",LC,"NA"
Eltroplectris kuhlmanniana,"NA","NA","NA","NA",DD,"NA"
Eltroplectris schlechteriana,"NA","NA","NA","NA",NE,"NA"
Elvasia capixaba,"NA","NA","NA","NA",DD,"NA"
Elvasia kollmannii,"NA","NA","NA","NA",DD,"NA"
Encholirium biflorum,"NA","NA","NA",CR,"NA","NA"
Encholirium disjunctum,"NA","NA","NA",CR,"NA","NA"
Encholirium gracile,"NA","NA","NA",EN,"NA","NA"
Encholirium heloisae,"NA","NA","NA",EN,"NA","NA"
Encholirium horridum,"NA","NA","NA",EN,"NA","NA"
Encholirium irwinii,"NA","NA","NA",CR,"NA","NA"
Encholirium longiflorum,"NA","NA","NA",CR,"NA","NA"
Encholirium luxor,"NA","NA","NA",EN,"NA","NA"
Encholirium pedicellatum,"NA","NA","NA",CR,"NA","NA"
Encholirium scrutor,"NA","NA","NA",EN,"NA","NA"
Encholirium vogelii,"NA","NA","NA",CR,"NA","NA"
Encyclia argentinensis,"NA","NA","NA","NA",LC,"NA"
Encyclia bragancae,"NA","NA","NA",EN,"NA","NA"
Encyclia fowliei,"NA","NA","NA","NA",DD,"NA"
Endlicheria paniculata,"NA",LC,"NA","NA","NA","NA"
Enterolobium contortisiliquum,"NA",LC,"NA","NA","NA","NA"
Enterolobium gummiferum,"NA",LC,"NA","NA",LC,"NA"
Enydra anagallis,"NA","NA","NA","NA",LC,"NA"
Epidendrum addae,"NA","NA","NA",VU,VU,VU
Epidendrum caldense,"NA","NA","NA","NA",LC,"NA"
Epidendrum carpophorum,"NA","NA","NA","NA",LC,"NA"
Epidendrum cauliflorum,"NA","NA","NA","NA",DD,EX
Epidendrum chlorinum,"NA","NA","NA","NA",LC,"NA"
Epidendrum coronatum,"NA","NA","NA","NA",LC,"NA"
Epidendrum cristatum,"NA","NA","NA","NA",LC,"NA"
Epidendrum dendrobioides,"NA","NA","NA","NA",LC,"NA"
Epidendrum filicaule,"NA","NA","NA","NA",LC,VU
Epidendrum geniculatum,"NA","NA","NA","NA",NT,VU
Epidendrum henschenii,"NA","NA","NA",EN,EN,EN
Epidendrum kautskyi,"NA","NA","NA","NA",DD,"NA"
Epidendrum martianum,"NA","NA","NA","NA",LC,"NA"
Epidendrum parahybunense,"NA","NA","NA",VU,"NA",VU
Epidendrum paranaense,"NA","NA","NA","NA",LC,"NA"
Epidendrum proligerum,"NA",LC,"NA","NA",LC,"NA"
Epidendrum ramosum,"NA",LC,"NA","NA","NA","NA"
Epidendrum robustum,"NA","NA","NA",VU,"NA","NA"
Epidendrum saxatile,"NA","NA","NA","NA",LC,EX
Epidendrum secundum,"NA","NA","NA","NA",LC,"NA"
Epidendrum tridactylum,"NA","NA","NA","NA",LC,"NA"
Epidendrum vesicatum,"NA","NA","NA","NA",LC,"NA"
Epidendrum zappii,"NA","NA","NA",EN,"NA","NA"
Epiphyllum phyllanthus,"NA",LC,"NA","NA",LC,"NA"
Equisetum giganteum,"NA",LC,"NA","NA","NA","NA"
Eragrostis hypnoides,"NA",LC,"NA","NA","NA","NA"
Eragrostis neesii,"NA","NA",EN,"NA",LC,EN
Eremanthus argenteus,"NA","NA","NA",EN,"NA","NA"
Eremanthus brasiliensis,"NA","NA","NA","NA",DD,"NA"
Eremanthus elaeagnus,NA-NA,NA-NA,NA-NA,VU-NA,LC-VU,VU-NA
Eremanthus erythropappus,"NA",LC,"NA","NA","NA","NA"
Eremanthus mattogrossensis,"NA",LC,"NA","NA","NA","NA"
Eremanthus polycephalus,"NA","NA","NA",VU,"NA","NA"
Eremanthus praetermissus,"NA","NA","NA","NA",VU,"NA"
Eremanthus reticulatus,"NA","NA","NA",EN,"NA","NA"
Eremanthus syncephalus,"NA","NA","NA",EN,"NA","NA"
Eriocaulon cinereum,"NA",LC,"NA","NA","NA","NA"
Eriocaulon melanolepis,"NA","NA","NA","NA",DD,"NA"
Eriochloa distachya,"NA","NA","NA","NA","NA",EN
Eriochrysis filiformis,"NA","NA","NA","NA",LC,"NA"
Eriocnema acaulis,"NA","NA","NA",EN,EN,"NA"
Eriope anamariae,"NA","NA","NA",EN,"NA","NA"
Eriope blanchetii,"NA","NA","NA",VU,"NA","NA"
Eriope crassipes,"NA","NA","NA","NA",LC,"NA"
Eriope luetzelburgii,"NA","NA","NA",VU,"NA","NA"
Eriope machrisae,"NA","NA","NA",EN,"NA","NA"
Eriope obovata,"NA","NA","NA",EN,"NA","NA"
Eriosema crinitum,"NA",LC,"NA","NA","NA","NA"
Eriosema glaziovii,"NA","NA","NA","NA",DD,VU
Eriosema platycarpon,"NA","NA","NA","NA",DD,VU
Eriotheca candolleana,"NA","NA","NA","NA",LC,"NA"
Eriotheca pentaphylla,"NA",LC,"NA","NA",LC,"NA"
Eriotheca pubescens,"NA","NA","NA","NA",LC,VU
Erisma arietinum,"NA","NA","NA",EN,"NA","NA"
Erisma lanceolatum,"NA","NA","NA","NA",DD,"NA"
Erycina pusilla,"NA","NA","NA","NA",LC,"NA"
Eryngium corallinum,"NA","NA","NA",CR,"NA","NA"
Eryngium divaricatum,"NA","NA","NA",EN,"NA","NA"
Eryngium dorae,"NA","NA","NA",CR,"NA","NA"
Eryngium dusenii,"NA","NA","NA","NA",DD,"NA"
Eryngium ekmanii,"NA","NA","NA","NA",LC,"NA"
Eryngium eriophorum,"NA","NA","NA","NA",LC,"NA"
Eryngium eurycephalum,"NA","NA","NA","NA",NT,"NA"
Eryngium falcifolium,"NA","NA","NA",EN,"NA","NA"
Eryngium glaziovianum,"NA","NA","NA","NA",DD,EX
Eryngium koehneanum,"NA","NA",EN,VU,VU,EN
Eryngium ombrophilum,"NA","NA","NA",EN,"NA","NA"
Eryngium ramboanum,"NA","NA","NA",CR,"NA","NA"
Eryngium sanguisorba,"NA","NA","NA","NA",LC,EX
Eryngium scirpinum,"NA","NA",EN,EN,EN,EN
Eryngium smithii,"NA","NA","NA",EN,"NA","NA"
Eryngium stenophyllum,"NA","NA","NA","NA",DD,EX
Eryngium urbanianum,"NA","NA","NA",EN,"NA","NA"
Eryngium zosterifolium,"NA","NA","NA",VU,"NA","NA"
Erythrina crista-galli,"NA",LC,"NA","NA","NA","NA"
Erythrina mulungu,"NA",LC,"NA","NA","NA","NA"
Erythrina speciosa,"NA",LC,"NA","NA",LC,"NA"
Erythrina verna,"NA",LC,"NA","NA",LC,"NA"
Erythroxylum ambiguum,"NA","NA","NA","NA",LC,"NA"
Erythroxylum anguifugum,"NA","NA","NA","NA",LC,"NA"
Erythroxylum bezerrae,"NA","NA","NA",EN,"NA","NA"
Erythroxylum catharinense,"NA","NA","NA",EN,EN,EN
Erythroxylum citrifolium,"NA",LC,"NA","NA","NA","NA"
Erythroxylum coelophlebium,"NA","NA","NA","NA",LC,"NA"
Erythroxylum compressum,"NA","NA","NA",EN,"NA","NA"
Erythroxylum cuneifolium,"NA","NA","NA","NA","NA",EX
Erythroxylum cuspidifolium,"NA",LC,"NA","NA","NA","NA"
Erythroxylum daphnites,"NA",LC,"NA","NA","NA","NA"
Erythroxylum gonocladum,"NA",LC,"NA","NA","NA","NA"
Erythroxylum leal-costae,"NA","NA","NA",CR,"NA","NA"
Erythroxylum mattos-silvae,"NA","NA","NA",EN,"NA","NA"
Erythroxylum membranaceum,"NA","NA","NA",EN,"NA","NA"
Erythroxylum myrsinites,"NA",LC,"NA","NA",LC,EN
Erythroxylum nelson-rosae,"NA","NA","NA",EN,"NA","NA"
Erythroxylum passerinum,"NA","NA","NA","NA",LC,"NA"
Erythroxylum pauferrense,"NA","NA","NA",EN,"NA","NA"
Erythroxylum pelleterianum,"NA",LC,"NA","NA",LC,"NA"
Erythroxylum petrae-caballi,"NA","NA","NA",VU,"NA","NA"
Erythroxylum pulchrum,"NA","NA","NA","NA",LC,"NA"
Erythroxylum suberosum,"NA",LC,"NA","NA","NA","NA"
Erythroxylum tianguanum,"NA","NA","NA",CR,"NA","NA"
Erythroxylum tortuosum,"NA",LC,"NA","NA","NA","NA"
Escallonia bifida,"NA",LC,"NA","NA","NA","NA"
Escallonia chlorophylla,"NA","NA",CR,"NA",LC,CR
Escallonia farinacea,"NA","NA","NA","NA",LC,"NA"
Escallonia obtusissima,"NA","NA","NA",VU,VU,EX
Escallonia petrophila,"NA","NA","NA",EN,"NA","NA"
Eschweilera alvimii,"NA","NA","NA",EN,"NA","NA"
Eschweilera amazoniciformis,"NA","NA","NA","NA",DD,"NA"
Eschweilera compressa,"NA","NA","NA",EN,"NA","NA"
Eschweilera rabeliana,"NA","NA","NA","NA",DD,"NA"
Eschweilera subcordata,"NA","NA","NA",EN,"NA","NA"
Eschweilera tetrapetala,"NA","NA","NA",EN,"NA","NA"
Escobedia grandiflora,"NA","NA",EN,"NA",LC,EN
Esenbeckia grandiflora,"NA",LC,"NA","NA","NA","NA"
Esenbeckia hieronymi,"NA","NA","NA","NA",NT,"NA"
Esenbeckia irwiniana,"NA","NA","NA",EN,"NA","NA"
Esenbeckia leiocarpa,"NA",VU,"NA","NA",LC,"NA"
Esenbeckia pilocarpoides,"NA","NA","NA","NA",LC,EN
Espostoopsis dybowskii,"NA","NA","NA",EN,"NA","NA"
Esterhazya caesarea,"NA","NA","NA",VU,"NA","NA"
Eubrachion ambiguum,"NA","NA","NA","NA",LC,VU
Eugenia acutata,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Eugenia angustissima,"NA","NA","NA","NA",LC,EN
Eugenia anomala,"NA","NA","NA","NA",LC,"NA"
Eugenia arenosa,"NA","NA","NA","NA",LC,VU
Eugenia astringens,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Eugenia aurata,"NA","NA","NA","NA",LC,"NA"
Eugenia bacopari,"NA",LC,"NA","NA",LC,"NA"
Eugenia bahiensis,"NA","NA","NA","NA",LC,VU
Eugenia batingabranca,"NA",LC,"NA","NA",LC,"NA"
Eugenia beaurepairiana,"NA",LC,"NA","NA",LC,"NA"
Eugenia bimarginata,"NA",LC,"NA","NA",LC,"NA"
Eugenia blanda,"NA","NA","NA",EN,"NA","NA"
Eugenia brasiliensis,"NA","NA","NA","NA",LC,"NA"
Eugenia brunneopubescens,"NA","NA","NA","NA","NA",VU
Eugenia bunchosiifolia,NA-NA,NA-NA,NA-NA,EN-VU,EN-VU,NA-VU
Eugenia burkartiana,"NA","NA","NA","NA",LC,"NA"
Eugenia candolleana,"NA",LC,"NA","NA","NA","NA"
Eugenia catharinensis,"NA","NA","NA","NA","NA",VU
Eugenia cerasiflora,"NA","NA","NA","NA",LC,"NA"
Eugenia cereja,"NA","NA","NA","NA",LC,"NA"
Eugenia chlorophylla,"NA",LC,"NA","NA",LC,"NA"
Eugenia cinerascens,"NA",CR,"NA","NA",CR,EX
Eugenia copacabanensis,"NA","NA","NA","NA",LC,"NA"
Eugenia dipetala,"NA","NA","NA","NA",DD,"NA"
Eugenia disperma,NA-NA,LC-NA,NA-NA,NA-VU,NA-EN,NA-VU
Eugenia dodonaeifolia,"NA",LC,"NA","NA","NA","NA"
Eugenia dysenterica,"NA",LC,"NA","NA","NA","NA"
Eugenia egensis,"NA",LC,"NA","NA","NA","NA"
Eugenia elongata,"NA",DD,"NA","NA",DD,"NA"
Eugenia excelsa,"NA","NA","NA","NA",LC,"NA"
Eugenia expansa,"NA",LC,"NA","NA",LC,"NA"
Eugenia flavescens,"NA",LC,"NA","NA","NA","NA"
Eugenia florida,"NA",LC,"NA","NA",LC,"NA"
Eugenia francavilleana,"NA",LC,"NA","NA","NA","NA"
Eugenia fusca,"NA",LC,"NA","NA","NA","NA"
Eugenia gracillima,"NA","NA","NA","NA",LC,VU
Eugenia guanabarina,"NA","NA","NA",EN,"NA","NA"
Eugenia hamiltonii,"NA","NA","NA","NA",LC,"NA"
Eugenia handroana,"NA",LC,"NA","NA","NA","NA"
Eugenia handroi,"NA",LC,"NA","NA",LC,VU
Eugenia hermesiana,"NA",CR,"NA",CR,CR,CR
Eugenia hiemalis,"NA","NA","NA","NA",LC,"NA"
Eugenia involucrata,"NA",LC,"NA","NA","NA","NA"
Eugenia ischnosceles,"NA",CR,"NA","NA",CR,"NA"
Eugenia itacarensis,"NA","NA","NA",EN,"NA","NA"
Eugenia joenssonii,"NA","NA","NA",VU,"NA","NA"
Eugenia kleinii,"NA",LC,"NA","NA","NA","NA"
Eugenia klotzschiana,"NA","NA","NA","NA",LC,"NA"
Eugenia lambertiana,"NA","NA","NA","NA","NA",VU
Eugenia laxa,"NA","NA","NA","NA",DD,"NA"
Eugenia leonorae,"NA","NA","NA",EN,"NA","NA"
Eugenia leptoclada,"NA",LC,"NA","NA",LC,"NA"
Eugenia longibracteata,"NA","NA","NA","NA",DD,VU
Eugenia longipetiolata,"NA",EN,"NA","NA",EN,"NA"
Eugenia macahensis,"NA",EN,"NA","NA",EN,VU
Eugenia macrobracteolata,"NA",EN,"NA",EN,EN,EN
Eugenia malacantha,"NA","NA","NA",EN,VU,EN
Eugenia mansoi,"NA",LC,"NA","NA","NA","NA"
Eugenia mattosii,"NA","NA","NA",EN,"NA","NA"
Eugenia melanogyna,"NA",LC,"NA","NA","NA","NA"
Eugenia modesta,"NA",LC,"NA","NA","NA",VU
Eugenia monosperma,"NA",LC,"NA","NA",LC,"NA"
Eugenia mosenii,"NA",LC,"NA","NA","NA","NA"
Eugenia multicostata,"NA",LC,"NA","NA","NA","NA"
Eugenia myrcianthes,"NA",LC,"NA","NA","NA","NA"
Eugenia myrciariifolia,"NA","NA","NA",EN,"NA","NA"
Eugenia neophaea,"NA","NA","NA","NA","NA",EN
Eugenia neosilvestris,"NA",LC,"NA","NA",LC,"NA"
Eugenia neotristis,"NA","NA","NA",EN,"NA","NA"
