"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"147","2008-05-27 22:02:00-03","MO","MOBOT","1392864","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|et al.","Croat 83252","1999","10","13","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 46.5 Km E of Río Lita, 17.9 Km W of Río Tululbí, 6.4 Km w of el Durango.","-78.65861","1.07805",NA,NA,NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"894","12",NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","1393125","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas B. Croat|et al.","Croat 83294","1999","10","13","South America","Ecuador","Esmeraldas",NA,"Lita-San Lorenzo Road, 19.1 Km E of Río Tululbí, 5.2 Km W of El Durango; 0.6 Km down gravel road going N to Río Tululbí and crossing Río San José, vicinity of Río San Jose; disturbed virgin forest.","-78.64861","1.07972",NA,NA,NA,NA,"73.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"896","9",NA,NA
"149","2015-06-08 05:27:00-03","MO","MOBOT","1452005","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat (MO)","Felipe Cardona|M. V. Arbeláez|J.C. Berrío","Cardona 646","1999","2","18","South America","Colombia","Caquetá",NA,"P.N.N. Chiribiquete, Estación Puerto Abeja. Margen izquierda del río Mesai.","-72.58333","0.08333",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2018-10-03 04:36:00-03","MO","MOBOT","1454034","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat (MO)","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 6307","1998","5","8","South America","Ecuador","Esmeraldas",NA,"Reserva Cotacachi-Cayapas, Charco Vicente. Bosque muy húmedo tropical. Primario.","-78.91666","0.65",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2008-05-27 22:02:00-03","MO","MOBOT","1496948","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 83940","2000","7","12","South America","Ecuador","Esmeraldas",NA,"Along road to Río Tulubí from main San Lorenzo-Lita hwy., 33.0 Km E of Gasolinera San Lorenzo at edge of San Lorenzo, along Río San José, 1.1 Km N of main hwy.","-78.64972","1.07888",NA,NA,NA,NA,"59.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"969","26",NA,NA
"152","2008-05-27 22:02:00-03","MO","MOBOT","1503088","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat","Thomas B. Croat|et al.","Croat 84111","2000","7","17","South America","Ecuador","Esmeraldas",NA,"Along road between Lita and San Lorenzo, 0.2 Km E of main road along gravel road, 31.3 Km N of Gasolinera San Lorenzo, 17.3 Km N of Río Tulubí.","-78.66555","1.075",NA,NA,NA,NA,"81.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"980","2",NA,NA
"153","2017-05-30 14:18:00-03","MO","MOBOT","1503185","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat","Thomas B. Croat","Croat 84143","2000","7","18","South America","Ecuador","Esmeraldas",NA,"Along road between Lita and San Lorenzo, 36.6 Km SE of Gasolinera San Lorenzo, 12.6 Km NW of Río Tulubí, 1.7 Km SE of El Durango.","-78.6333333","1.0502778",NA,NA,NA,NA,"204.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"983","12",NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","1712813","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 85145","2001","11","14","South America","Brazil","Acre",NA,"Municipio Porto Walter; Aldeota, along Rio Juruá Mirim; terra firme, disturbed virgin forest.","-73.0225","-8.21694",NA,NA,NA,NA,"279.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"999","4",NA,NA
"155","2008-05-27 22:02:00-03","MO","MOBOT","1713304","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 85238","2001","11","15","South America","Brazil","Acre",NA,"Municipio Porto Walter; along Rio Juruá Mirim; Communidade Estremo, left bank of river; disturbed primary forest.","-72.94666","-8.20222",NA,NA,NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000","3",NA,NA
"156","2008-05-27 22:02:00-03","MO","MOBOT","1714983","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Thomas B. Croat","Croat 85348","2001","11","17","South America","Brazil","Acre",NA,"Municipio Cruzeiro do Sul; Rio Juruá Mirim; disturbed terra firme ca. 2 km N of village of Vista Alegre, coordinates at river.","-72.82972","-8.13416",NA,NA,NA,NA,"230.00000000","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1002","5",NA,NA
"157","2008-05-27 22:02:00-03","MO","MOBOT","1740407","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. croat","Jardim","Jardim 2990","2000","4","4","South America","Brazil","Bahia",NA,"Mun>. Urucuca, 9.4 KM. Serra do Conduru vertente E.","-39.10472","-14.485",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2010-04-17 06:13:00-03","MO","MOBOT","1816240","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat","Thomas B. Croat|Darwin P. Torres Ravelo","Croat 87506","2002","9","15","South America","Ecuador","Esmeraldas",NA,"Communidad Awá Río Bogota, 11.5 Km W of Alto Tambo, 30.5 Km W of Río Lita, 3 Km by trail to Río Bogota on S side of Lita-San Lorenzo Road.","-78.59944","0.9825",NA,NA,NA,NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1098","2",NA,NA
"159","2011-06-08 11:53:00-03","MO","MOBOT","2556118","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","D. Nicolson","José Schunke V.","Schunke Vigo 2740","1968","9","2","South America","Peru","Loreto",NA,"Dtto. Iparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2011-06-08 11:53:00-03","MO","MOBOT","2556124","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","José Schunke V.","Schunke Vigo 11627","1980","5","12","South America","Peru","San Martín","Mariscal Cáceres","Cerro de Palo Blanco, en bosque alto",NA,NA,NA,NA,NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2008-12-29 03:31:00-02","MO","MOBOT","2578880","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T.B. Croat (MO)","Thomas B. Croat","Croat 95385","2005","3","1","South America","Ecuador","Pichincha",NA,"Near border with Imbabura Province; Reserva Guaycuyacu, along Río Guaycuyacu on road to Santa Rosa near village of Cielo Verde, at junction of Río Guayabamba on border with Imbabura Province.","-78.91666","0.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943","6",NA,NA
"162","2008-05-27 22:02:00-03","MO","MOBOT","2637046","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Thomas","Thomas 13442","2003","3","19","South America","Brazil","Bahia",NA,"22km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower","-39.45916","-13.89083",NA,NA,NA,NA,"690.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2009-10-18 08:13:00-02","MO","MOBOT","2647492","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Thomas B. Croat (MO)","J.J. de Granville","Granville 14063","2000","5","26","South America","French Guiana",NA,NA,"Carrefour Califourchon, Région de Cayenne. Forêt haute de terre firme.","-52.33333","4.83333",NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2013-07-28 05:59:00-03","MO","MOBOT","2890087","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","M.T. Madison","Gunnar Wilhelm Harling","Harling 3803","1958","12","31","South America","Ecuador",NA,NA,"Prov. Napo-Pastaza: Mera, rastrojal.",NA,NA,NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2009-06-25 21:29:00-03","MO","MOBOT","2891079","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil","Bahia",NA,"Ilheus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2010-02-11 21:43:00-02","MO","MOBOT","2891304","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Enrique Forero|et al.","Forero 5065","1979","4","11","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Quebrada Máncamo, afluente del Río Tamaná. Cerrito en la margen izquierda.","-76.63333","4.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2010-02-11 21:43:00-02","MO","MOBOT","2891380","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Enrique Forero|et al.","Forero 4736","1979","4","6","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Río Bicordó, arriba de Noanamá. Orillas del río.","-76.91666","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2010-02-11 21:43:00-02","MO","MOBOT","2891382","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Enrique Forero|et al.","Forero 4836","1979","4","7","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Río Fujiadó, afluente del Río San Juan.","-76.9","4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2008-05-27 22:02:00-03","MO","MOBOT","2891383","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Jesús M. Idrobo","Idrobo 1981","1956","1","11","South America","Colombia","Chocó",NA,"Entre ríos Condoto e Iró, frente a Condoto.","-76.646501","5.069997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2008-05-27 22:02:00-03","MO","MOBOT","2891390","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","J.J. de Granville","J.J. de Granville","Granville 16231","2004","5","20","South America","French Guiana",NA,NA,"Piste minière Coralie (RN2) - ASARCO 6: zone Crique Orfion. Forêts inondables et forêts sur flat.","-52.26666","4.50666",NA,NA,NA,NA,"6.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","2891395","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","G.S. Bunting","Thomas B. Croat","Croat 53997","1982","7","24","South America","Venezuela","Bolívar",NA,"Gran Sabana; along road between El Dorado and Santa Elena 110 km S of the turn off to Santa Elena and km 88 S of El Dorado; primary forest.","-61.4","5.8",NA,NA,NA,NA,"990.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2009-06-25 21:29:00-03","MO","MOBOT","2891442","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2018-06-26 05:23:00-03","MO","MOBOT","2891445","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"W. Wayt Thomas|André M. Amorim|J. Lima da Paixão","Thomas 11812","1998","2","10","South America","Brazil","Bahia",NA,"Jussari: Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso. Semi-deciduous forest.","-39.58333","-15.16666",NA,NA,NA,NA,"450.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-02-19 04:30:00-03","MO","MOBOT","2891448","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2009-06-25 21:29:00-03","MO","MOBOT","2891455","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2012-04-27 12:00:00-03","MO","MOBOT","2925967","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Dorothy Bay","Ellsworth P. Killip|José Cuatrecasas","Killip 38885","1944","6","6","South America","Colombia","Valle del Cauca",NA,"Agua Clara, along highway from Buenaventura to Cali; dense forest.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"177","2011-03-14 17:02:00-03","MO","MOBOT","2995983","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"H.W. Schott","Schott 15","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-05-02 04:38:00-03","MO","MOBOT","3042737","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.",NA,"Anna Haigh","Haigh 9","2004","11","4","South America","French Guiana",NA,NA,"PK24 (24 km from NI) on road to Petit Saut Barrage. On banks of small creek with primary seasonally flooded forest, with many palms, some open areas in flood plain with small trees and shrubs.","-53.02388","5.07222",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2008-05-27 22:02:00-03","MO","MOBOT","351022","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Scott A. Mori","Mori 11753","1981",NA,NA,"South America","Brazil","Bahia",NA,"Mpio. Uruçuca. 28-30 km fro Uruçuca, region of Mata Higrófila Sul Baiána",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2014-05-10 18:00:00-03","MO","MOBOT","3109430","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","I. Villalba (HOXA)","Isau Huamantupa","Huamantupa Chuquimaco 5109","2005","3","1","South America","Peru","Loreto","Maynas","Dist. Mazan, Explor Napo, Bosque Primario","-72.51666","-3.15",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"181","2013-08-23 04:12:00-03","MO","MOBOT","3288342","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Croat","André M. Amorim","Amorim 5753","2006","4","13","South America","Brazil","Bahia",NA,"Ramal ca 22.4 km na estrada que liga Arataca a Una com entrada no assentamento Santo Antonio RPPN Caminho das Pedras Trihla de acesso a casa de Mormaco","-39.34166","-15.17361",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2008-05-27 22:02:00-03","MO","MOBOT","3429915","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","J.J. Granville","J.J. de Granville","Granville 17322","2007","4","20","South America","French Guiana","Cayenne",NA,"Riviére Montsinéry - Région de Cayenne","-52.52222","4.8625",NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","348105","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","Tom Croat","Thomas B. Croat","Croat 55532","1983","3","24","South America","Colombia","Meta",NA,"Along road to San Luis de Cubarral, .5 km W of North-South hwy. between Villavicencio and Granada.","-73.75","3.75",NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-23","5",NA,NA
"184","2011-10-12 13:32:00-03","MO","MOBOT","349033","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","W.H.A. Hekking","Hekking 831","1961","5","25","South America","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2015-08-08 05:51:00-03","MO","MOBOT","349040","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Bassett Maguire|D.B. Fanshawe","Maguire 22883","1944","4","18","South America","Guyana","Essequibo Islands",NA,"Kamuni Creek, Groete Creek, Essequibo River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2013-02-01 05:19:00-02","MO","MOBOT","349047","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Pieter A. Teunissen","Teunissen 15180","1975","6","10","South America","Suriname","Para",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2013-02-01 05:45:00-02","MO","MOBOT","349530","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","S.G. da Vinha|Talmon S. dos Santos","Vinha 131","1968","3","25","South America","Brazil","Bahia",NA,"Monte Pascoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2015-12-30 17:00:00-02","MO","MOBOT","349544","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 840","1991","5","14","South America","Brazil","Bahia",NA,"Mun. de Una. Km 6-7 na rodovia São José da Vitória/Una, cujo entroncamento na BR-101 se situa 34 km ao sul de Itabuna; região de serras florestadas com mata úmida primária mais ou menos perturbada na parte superior e cacuais e pasto nos vales e nos declives inferiores; mata úmida perturbada ao longo da estrada, sem pedras ou afloramentos.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2015-12-30 17:00:00-02","MO","MOBOT","349551","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 797","1991","4","26","South America","Brazil","Bahia",NA,"Mpio. Itacare. Km 15 , cujo entroncamento com a rodovia Itacare/BR-101 se acha a 1 km ao oeste de Taboquinhas. Remanescente de floresta úmida no cume de morro, mata perturbada; área ao redor cultivada de mandioca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2015-12-30 17:00:00-02","MO","MOBOT","349558","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Simon J. Mayo|et al.","Mayo 784","1991","4","24","South America","Brazil","Bahia",NA,"Mpio. Itacaré. Km 45 na rodovia que liga a BR-101 a Itacaré e 16 km a leste de Taboquinhas na direcão a Itacaré. Mata úmida atras de uma serraria capixaba recentemente fechada pelo IBAMA; mata perturbada e derrubada nas margens, mas em estado relativamente bom por dentro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2009-11-14 22:34:00-02","MO","MOBOT","350466","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","Julian A. Steyermark|Victor Carreño E.|G.C.K. Dunsterville|E. Dunsterville","Steyermark 115542","1978",NA,NA,"South America","Venezuela","Bolívar",NA,"Gran Sabana: vegetación achaparrada sobre afloramientos pedregosos de arenisca, 2 kms. al norte de la Misión de Santa Teresa de Kavanayen.",NA,NA,NA,NA,NA,NA,"1270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2008-05-27 22:02:00-03","MO","MOBOT","350981","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","W.J. Burchell","Burchell 9831",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-08-08 05:51:00-03","MO","MOBOT","350987","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","D.B. Fanshawe","Fanshawe 222","1939","6","30","South America","Guyana",NA,NA,"Mazaruni Station",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2015-08-13 05:50:00-03","MO","MOBOT","350994","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","R.M. Harley","Harley 18193","1977","1","23","South America","Brazil","Bahia",NA,"20 km N along road","-39.03333","-15.18333",NA,NA,NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2015-08-13 05:50:00-03","MO","MOBOT","351001","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","R.M. Harley","Harley 17847","1977","1","11","South America","Brazil","Bahia",NA,"NW side of Monte Pascoal","-39.41666","-16.88333",NA,NA,NA,NA,"100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2015-08-13 05:50:00-03","MO","MOBOT","351008","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","R.M. Harley","Harley 18234","1977","1","24","South America","Brazil","Bahia",NA,"29 km from Una and 19 km from Nova Colonial, W along road to Rio Branco, by the Fazenda Iguaçú, Dendhevea","-39.3","-15.25",NA,NA,NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2015-08-13 05:50:00-03","MO","MOBOT","351015","PreservedSpecimen","Plantae",NA,NA,"Araceae","Rhodospatha","oblongata","Rhodospatha oblongata","Poepp.","T. Croat","R.M. Harley","Harley 17919","1977","1","13","South America","Brazil","Bahia",NA,"on NW side of Monte Pascoal between IBDF field hut and gates of the Parque Nacional","-39.41666","-16.88333",NA,NA,NA,NA,"100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
