especie_original,cat_ameaca_cncflora_1,cat_ameaca_cncflora_0
Eugenia bimarginata,LC,NA
Eugenia blanchetiana,EN,NA
Eugenia blanda,EN,NA
Eugenia bocainensis,LC,NA
Eugenia brachysepala,VU,NA
Eugenia brasiliensis,LC,NA
Eugenia brejoensis,LC,NA
Eugenia breviracemosa,DD,NA
Eugenia brevistyla,LC,LC
Eugenia brunoi,EN,NA
Eugenia bunchosiifolia,VU,VU
Eugenia burkartiana,LC,NA
Eugenia caatingicola,EN,NA
Eugenia caducibracteata,LC,NA
Eugenia cambucae,EN,NA
Eugenia capitulifera,LC,NA
Eugenia capixaba,DD,NA
Eugenia cerasiflora,LC,NA
Eugenia cereja,LC,NA
Eugenia cinerascens,CR,NA
Eugenia circumdata,CR,NA
Eugenia coccifera,DD,NA
Eugenia copacabanensis,LC,NA
Eugenia corcovadensis,EN,NA
Eugenia crenata,DD,NA
Eugenia culicina,CR,NA
Eugenia cymatodes,VU,NA
Eugenia decussata,DD,NA
Eugenia dimorpha,NT,NA
Eugenia dipetala,DD,NA
Eugenia disperma,EN,VU
Eugenia ellipsoidea,LC,NA
Eugenia elongata,DD,NA
Eugenia espinhacensis,EN,NA
Eugenia excelsa,LC,NA
Eugenia excoriata,NT,NA
Eugenia farneyi,CR,NA
Eugenia flamingensis,LC,NA
Eugenia florida,LC,NA
Eugenia fluminensis,DD,NA
Eugenia gastropogena,CR,NA
Eugenia glabrescens,EN,NA
Eugenia goiapabana,EN,NA
Eugenia gracillima,LC,NA
Eugenia hamiltonii,LC,NA
Eugenia hatschbachii,VU,NA
Eugenia hermesiana,CR,CR
Eugenia hiemalis,LC,NA
Eugenia imaruiensis,EN,NA
Eugenia inversa,EN,NA
Eugenia irirensis,DD,NA
Eugenia ischnosceles,CR,NA
Eugenia itacarensis,EN,EN
Eugenia itaguahiensis,EN,NA
Eugenia itajurensis,EN,NA
Eugenia janeirensis,EN,NA
Eugenia joenssonii,EN,VU
Eugenia klotzschiana,LC,NA
Eugenia lacistema,EN,NA
Eugenia lagoensis,EN,NA
Eugenia laxa,DD,NA
Eugenia leonorae,EN,NA
Eugenia longibracteata,DD,NA
Eugenia longipetiolata,EN,NA
Eugenia macahensis,EN,NA
Eugenia macrantha,LC,NA
Eugenia macrobracteolata,EN,EN
Eugenia magnifica,LC,NA
Eugenia malacantha,VU,EN
Eugenia mandioccensis,LC,NA
Eugenia marambaiensis,CR,NA
Eugenia mattosii,EN,EN
Eugenia megaflora,LC,NA
Eugenia mollicoma,CR,NA
Eugenia moonioides,EN,NA
Eugenia myrciariifolia,EN,EN
Eugenia neolaurifolia,EN,NA
Eugenia neosericea,EN,NA
Eugenia neosilvestris,LC,NA
Eugenia neotristis,EN,EN
Eugenia nutans,LC,NA
Eugenia oxyoentophylla,DD,EN
Eugenia pachyclada,EN,EN
Eugenia pallidopunctata,LC,NA
Eugenia pantagensis,VU,NA
Eugenia pauciflora,NT,NA
Eugenia percincta,DD,NA
Eugenia percrenata,VU,NA
Eugenia peruibensis,CR,EN
Eugenia piloensis,LC,NA
Eugenia pisiformis,LC,NA
Eugenia pistaciifolia,LC,NA
Eugenia pithecocephala,CR,NA
Eugenia platysema,LC,NA
Eugenia plicatocostata,NT,NA
Eugenia pluriflora,LC,NA
Eugenia prasina,LC,NA
Eugenia pruinosa,EN,EN
Eugenia pseudomalacantha,EN,EN
Eugenia pulcherrima,VU,NA
Eugenia regia,EN,NA
Eugenia reitziana,EN,NA
Eugenia rotundicosta,EN,CR
Eugenia rugosissima,CR,NA
Eugenia ruschiana,CR,NA
Eugenia schottiana,LC,NA
Eugenia sclerocalyx,VU,VU
Eugenia serraegrandis,DD,NA
Eugenia sessilifolia,CR,NA
Eugenia sobraliana,EN,NA
Eugenia solimoensis,DD,NA
Eugenia sprengelii,LC,NA
Eugenia squamiflora,DD,NA
Eugenia stenosepala,LC,NA
Eugenia strellensis,DD,NA
Eugenia strigipes,DD,NA
Eugenia subterminalis,LC,NA
Eugenia tenuiflora,DD,NA
Eugenia tenuipedunculata,VU,NA
Eugenia tephrogyna,NT,NA
Eugenia theodorae,CR,NA
Eugenia tumescens,CR,NA
Eugenia valsuganana,EN,NA
Eugenia vattimoana,CR,VU
Eugenia vernicosa,LC,NA
Eugenia villaenovae,EN,NA
Eugenia violascens,DD,NA
Eugenia viscacea,NT,NA
Eugenia xanthoxyloides,VU,NA
Eugenia zuccarinii,LC,NA
Eulophia ruwenzoriensis,DD,NA
Eupatorium lineatum,DD,NA
Euphorbia appariciana,EN,NA
Euphorbia attastoma,EN,NA
Euphorbia crossadenia,EN,NA
Euphorbia gymnoclada,VU,NA
Euphorbia holochlorina,CR,NA
Euphorbia laevigata,DD,NA
Euphorbia sabulicola,CR,NA
Euplassa cantareirae,EN,EN
Euplassa hoehnei,EN,NA
Euplassa incana,NT,VU
Euplassa nebularis,EN,EN
Euplassa rufa,VU,NA
Euplassa semicostata,EN,EN
Euplassa taubertiana,DD,NA
Euploca salicoides,LC,NA
Eurystyles lobata,DD,NA
Eurystyles lorenzii,LC,NA
Eurystyles rutkowskiana,DD,NA
Euterpe edulis,VU,NA
Euxylophora paraensis,EN,CR
Evolvulus aurigenius,LC,NA
Evolvulus barbatus,DD,NA
Evolvulus chapadensis,EN,NA
Evolvulus chrysotrichos,EN,NA
Evolvulus cressoides,NT,NA
Evolvulus ericifolius,LC,NA
Evolvulus filipes,LC,NA
Evolvulus fuscus,NT,NA
Evolvulus glaziovii,VU,NA
Evolvulus gnaphalioides,EN,NA
Evolvulus kramerioides,VU,NA
Evolvulus rariflorus,VU,NA
Evolvulus riedelii,EN,NA
Evolvulus stellariifolius,EN,NA
Exellodendron gardneri,LC,NA
Exellodendron gracile,EN,EN
Exostyles glabra,DD,NA
Exostyles godoyensis,NT,NA
Facheiroa cephaliomelana,EN,EN
Facheiroa cephaliomelana subsp. estevesii,EN,NA
Facheiroa ulei,EN,NA
Faramea aristata,DD,NA
Faramea atlantica,VU,NA
Faramea australis,DD,NA
Faramea bahiensis,VU,NA
Faramea bicolor,VU,NA
Faramea biflora,NT,NA
Faramea brachyloba,EN,NA
Faramea calyciflora,CR,NA
Faramea campanularis,EN,NA
Faramea coerulea,NT,NA
Faramea cordifolia,DD,NA
Faramea filamentosa,EN,NA
Faramea includens,VU,NA
Faramea intercedens,CR,NA
Faramea leucocalyx,EN,NA
Faramea martiana,DD,NA
Faramea monantha,LC,NA
Faramea pachyantha,LC,NA
Faramea paratiensis,EN,NA
Faramea platypoda,DD,NA
Faramea tinguana,CR,NA
Faramea urophylla,DD,NA
Ferdinandusa cordata,DD,NA
Ferdinandusa leucantha,DD,NA
Ferdinandusa nitida,DD,NA
Fernseea bocainensis,CR,NA
Fernseea itatiaiae,EN,NA
Ficus adhatodifolia,LC,NA
Ficus albert-smithii,LC,NA
Ficus amazonica,LC,NA
Ficus aripuanensis,DD,NA
Ficus bahiensis,LC,NA
Ficus blepharophylla,DD,NA
Ficus bonijesulapensis,EN,NA
Ficus broadwayi,LC,NA
Ficus caatingae,EN,NA
Ficus calyptroceras,LC,NA
Ficus carautana,EN,EN
Ficus castellviana,LC,NA
Ficus catappifolia,LC,NA
Ficus cyclophylla,NT,VU
Ficus diamantina,EN,NA
Ficus duartei,EN,NA
Ficus eximia,LC,NA
Ficus greiffiana,NT,NA
Ficus hatschbachii,VU,NA
Ficus hirsuta,LC,NA
Ficus holosericea,EN,NA
Ficus krukovii,LC,NA
Ficus lagoensis,LC,NA
Ficus latipedunculata,CR,NA
Ficus laureola,VU,NA
Ficus lauretana,LC,NA
Ficus malacocarpa,DD,NA
Ficus mathewsii,LC,NA
Ficus matiziana,LC,NA
Ficus mexiae,LC,NA
Ficus monckii,LC,NA
Ficus nevesiae,EN,NA
Ficus organensis,LC,NA
Ficus pakkensis,LC,NA
Ficus pulchella,LC,NA
Ficus roraimensis,DD,NA
Ficus salzmanniana,NT,NA
Ficus schippii,DD,NA
Ficus schultesii,DD,NA
Ficus schumacheri,DD,NA
Ficus sphenophylla,NT,NA
Ficus trigonata,LC,NA
Ficus ursina,DD,NA
Ficus velutina,DD,NA
Ficus vermifuga,LC,NA
Filgueirasia cannavieira,DD,NA
Fissidens elegans,LC,NA
Fleischmannia remotifolia,LC,NA
Forsteronia linearis,DD,NA
Frailea buenekeri,EN,NA
Frailea castanea,EN,NA
Frailea curvispina,DD,NA
Frailea gracillima,NT,NA
Frailea mammifera,CR,NA
Frailea phaeodisca,EN,NA
Frailea pumila,VU,NA
Frailea pygmaea,VU,NA
Frailea schilinzkyana,DD,NA
Fridericia caudigera,LC,NA
Fridericia crassa,VU,NA
Fridericia elegans,EN,NT
Fridericia pubescens,LC,NA
Fritzschia anisostemon,DD,NA
Fritzschia integrifolia,DD,NA
Froelichia interrupta,DD,NA
Froelichia procera,DD,NA
Froelichiella grisea,EN,NA
Frullania beyrichiana,LC,NA
Fuchsia alpestris,VU,NA
Fuchsia glazioviana,EN,NA
Fuchsia regia,LC,NA
Funifera brasiliensis,VU,NA
Funifera ericiflora,DD,NA
Funifera insulae,CR,NA
Galactia benthamiana,LC,NA
Galactia decumbens,LC,NA
Galactia glaucescens,LC,NA
Galactia marginalis,LC,NA
Galactia neesii,LC,NA
Galactia striata,LC,NA
Galeandra beyrichii,LC,NA
Galeandra cristata,LC,NA
Galeandra paraguayensis,NT,NA
Galeandra styllomisantha,LC,NA
Galeottia ciliata,LC,NA
Galianthe cymosa,NT,NA
Galianthe elegans,VU,NA
Galianthe macedoi,EN,NA
Galianthe matogrossiana,DD,NA
Galianthe peruviana,LC,NA
Galianthe polygonoides,EN,NA
Galianthe pseudopeciolata,NT,NA
Galianthe souzae,EN,NA
Galianthe vaginata,EN,NA
Galipea carinata,CR,CR
Galipea grandifolia,DD,NA
Galipea revoluta,EN,NA
Galium diphyllum,CR,NA
Galium equisetoides,LC,NA
Galium humile,LC,NA
Galium nigroramosum,LC,NA
Galium rubidiflorum,CR,NA
Galium shepherdii,CR,NA
Gamochaeta grazielae,DD,NA
Garcinia albuquerquei,EN,NA
Gardnerina angustata,DD,NA
Gaultheria sleumeriana,CR,NA
Gaya domingensis,LC,NA
Gaya gaudichaudiana,EN,NA
Gaya guerkeana,LC,NA
Gaya pilosa,LC,NA
Gaylussacia angulata,EN,NA
Gaylussacia caparoensis,EN,NA
Gaylussacia centunculifolia,EN,NA
Gaylussacia decipiens,NT,NA
Gaylussacia harleyi,VU,NA
Gaylussacia montana,LC,NA
Gaylussacia oleifolia,VU,EN
Gaylussacia pruinosa,CR,CR
Gaylussacia retivenia,EN,CR
Gaylussacia retusa,NT,NA
Gaylussacia rhododendron,LC,NA
Gaylussacia setosa,CR,NA
Gaylussacia vitis-idaea,NT,NA
Genipa americana,LC,NA
Genipa infundibuliformis,LC,NA
Genlisea aurea,LC,NA
Genlisea filiformis,LC,NA
Genlisea lobata,EN,NA
Genlisea repens,LC,NA
Genlisea violacea,LC,NA
Geoblasta penicillata,EN,NA
Geonoma gamiova,LC,NA
Geonoma schottiana,LC,NA
Glaziophyton mirabile,EN,EN
Gleasonia macrocalyx,DD,NA
Gleasonia prancei,LC,NA
Gleditsia amorphoides,VU,VU
Glinus radiatus,LC,NA
Glycydendron espiritosantense,VU,NA
Gochnatia argyrea,EN,NA
Gochnatia cordata,EN,NA
Gochnatia hatschbachii,VU,NA
Gochnatia mollisima,CR,NA
Gochnatia orbiculata,LC,NA
Gochnatia polymorpha subsp. polymorpha,LC,NA
Gochnatia ramboi,VU,NA
Gochnatia rotundifolia,VU,NA
Gochnatia sordida,VU,NA
Godmania dardanoi,LC,NA
Goeppertia dorothyae,CR,NA
Goeppertia fatimae,VU,NA
Goeppertia grazielae,DD,NA
Goeppertia reginae,CR,NA
Goeppertia sphaerocephala,EN,NA
Gomesa dasytyle,DD,NA
Gomesa doeringii,DD,NA
Gomesa glaziovii,LC,NA
Gomesa gomezoides,LC,NA
Gomesa pulchella,CR,NA
Gomidesia cambessedeana,CR,NA
Gomphrena agrestis,LC,NA
Gomphrena centrota,EN,NA
Gomphrena chrestoides,NT,NA
Gomphrena duriuscula,DD,NA
Gomphrena elegans,LC,NA
Gomphrena graminea,LC,NA
Gomphrena hatschbachiana,EN,NA
Gomphrena hermogenesii,VU,NA
Gomphrena hillii,EN,NA
Gomphrena macrocephala,LC,NA
Gomphrena marginata,EN,NA
Gomphrena nigricans,CR,NA
Gomphrena paranensis,VU,NA
Gomphrena perennis,LC,NA
Gomphrena pulchella,EN,NA
Gomphrena regeliana,VU,NA
Gomphrena scandens,NT,NA
Gomphrena schlechtendaliana,DD,NA
Gomphrena sellowiana,DD,NA
Gomphrena vaga,LC,NA
Gonatogyne brasiliensis,LC,NA
Gongora bufonia,LC,NA
Gongora quinquenervis,LC,NA
Gongylanthus liebmannianus,EN,NA
Goniodiscus elaeospermus,NT,NA
Goniopteris refracta,EN,NA
Goniorrhachis marginata,LC,NA
Gonolobus dorothyanus,EN,CR
Gonolobus parviflorus,LC,NA
Gorceixia decurrens,LC,NA
Gossypium mustelinum,EN,NA
Gouania blanchetiana,LC,NA
Gouania corylifolia,VU,NA
Gouania inornata,EN,NA
Gouania ulmifolia,LC,NA
Govenia utriculata,LC,NA
Goyazia petraea,EN,NA
Graffenrieda moaensis,LC,NA
Grammitis fluminensis,EN,NA
Grandiphyllum divaricatum,VU,NA
Grandiphyllum hians,VU,NA
Graphistylis cuneifolia,CR,NA
Grazielanthus arkeocarpus,NA,CR
Grazielia schultzii,LC,NA
Grazielodendron rio-docensis,EN,NT
Griffinia aracensis,CR,NA
Griffinia colatinensis,CR,CR
Griffinia espiritensis,EN,NA
Griffinia gardneriana,EN,NA
Griffinia hyacinthina,EN,NA
Griffinia intermedia,EN,NA
Griffinia liboniana,EN,NA
Griffinia nocturna,CR,NA
Griffinia parviflora,CR,NA
Griffinia paubrasilica,CR,NA
Griffinia rochae,DD,NA
Griselinia ruscifolia,NT,NA
Grobya cipoensis,CR,NA
Grobya fascifera,VU,NA
Guadua magna,CR,NA
Guapira hirsuta,LC,NA
Guapira nitida,LC,NA
Guapira obtusata,LC,NA
Guarea anomala,DD,NA
Guarea convergens,LC,NA
Guarea crispa,DD,NA
Guarea cristata,DD,NA
Guarea gracilis,VU,NA
Guarea humaitensis,LC,NA
Guarea juglandiformis,LC,NA
Guarea pendula,LC,NA
Guarea sprucei,DD,NA
Guarea trunciflora,LC,NA
Guarea velutina,LC,NA
Guarea venenata,LC,NA
Guarea zepivae,DD,NA
Guatteria australis,LC,NA
Guatteria campestris,LC,NA
Guatteria candolleana,LC,NA
Guatteria cryandra,LC,NA
Guatteria duckeana,LC,NA
Guatteria emarginata,DD,NA
Guatteria ferruginea,LC,NA
Guatteria friesiana,LC,NA
Guatteria hispida,EN,NA
Guatteria latifolia,EN,NA
Guatteria macropus,LC,NA
Guatteria notabilis,NT,NA
Guatteria oligocarpa,LC,NA
Guatteria pogonopus,LC,NA
Guatteria pohliana,NT,NA
Guatteria rigida,LC,NA
Guatteria rupestris,NT,NA
Guatteria sellowiana,LC,NA
Guatteria stenocarpa,EN,NA
Guatteria villosissima,LC,NA
Guettarda grazielae,EN,NA
Guettarda hoffmannseggii,DD,NA
Guettarda hypoglauca,DD,NA
Guettarda paludosa,DD,CR
Guettarda platyphylla,DD,NA
Gunnera herteri,EN,NA
Gunnera manicata,NT,NA
Gurania cogniauxiana,DD,NA
Gustavia acuminata,LC,NA
Gustavia elliptica,LC,NA
Gustavia erythrocarpa,DD,NA
Gustavia longepetiolata,DD,NA
Guzmania monostachia,VU,NA
Guzmania sanguinea,EN,NA
Gymnocalycium denudatum,EN,NA
Gymnocalycium horstii,DD,NA
Gymnocalycium horstii subsp. buenekeri,DD,NA
Gymnopogon burchellii,LC,NA
Gymnopogon doellii,CR,NA
Gyptis vernoniopsis,EN,NA
Gyrostelma bornmulleri,EN,NA
Gyrostelma oxypetaloides,EN,NA
Habenaria achalensis,VU,NA
Habenaria aphylla,DD,NA
Habenaria armata,LC,NA
Habenaria brachyplectron,CR,NA
Habenaria culicina,LC,NA
Habenaria ernestulei,EN,NA
Habenaria exaltata,LC,NA
Habenaria galeandriformis,CR,NA
Habenaria gnoma,DD,NA
Habenaria gourlieana,LC,NA
Habenaria hexaptera,LC,NA
Habenaria hydrophila,DD,NA
Habenaria itaculumia,CR,NA
Habenaria jordanensis,DD,NA
Habenaria leucosantha,LC,NA
Habenaria macronectar,LC,NA
Habenaria novaesii,CR,NA
Habenaria nuda,LC,NA
Habenaria piraquarensis,EN,NA
Habenaria regnellii,LC,NA
Habenaria rodeiensis,LC,NA
Habenaria santensis,DD,NA
Habenaria schwackei,LC,NA
Habenaria trifida,LC,NA
Habenaria umbraticola,LC,NA
Habranthus irwinianus,VU,NA
Hadrolaelia alaori,CR,NA
Hadrolaelia brevipedunculata,VU,NA
Hadrolaelia coccinea,LC,NA
Hadrolaelia crispa,VU,NA
Hadrolaelia grandis,VU,NA
Hadrolaelia jongheana,EN,NA
Hadrolaelia lobata,EN,NA
Hadrolaelia perrinii,VU,NA
Hadrolaelia pumila,VU,NA
Hadrolaelia purpurata,VU,NA
Hadrolaelia pygmaea,EN,NA
Hadrolaelia sincorana,EN,NA
Hadrolaelia tenebrosa,EN,NA
Hadrolaelia virens,LC,NA
Hadrolaelia wittigiana,EN,NA
Hadrolaelia xanthina,EN,NA
Halodule emarginata,DD,NA
Halodule wrightii,LC,NA
Handroanthus albus,LC,NA
Handroanthus arianeae,EN,EN
Handroanthus botelhensis,EN,NT
Handroanthus bureavii,LC,NA
Handroanthus catarinensis,LC,NA
Handroanthus cristatus,EN,NT
Handroanthus diamantinensis,DD,NA
Handroanthus grandiflorus,CR,NA
Handroanthus heptaphyllus,LC,NA
Handroanthus impetiginosus,NT,NA
Handroanthus parviflorus,DD,NA
Handroanthus pedicellatus,LC,NA
Handroanthus riodocensis,EN,EN
Handroanthus selachidentatus,NT,NT
Handroanthus serratifolius,NT,NA
Handroanthus spongiosus,EN,EN
Handroanthus umbellatus,LC,NA
Handroanthus vellosoi,LC,NA
Hapalorchis cymbirostris,DD,DD
Hapalorchis lineatus,LC,NA
Hapalorchis panduratus,DD,NA
Haploclathra grandiflora,DD,NA
Harleyodendron unifoliolatum,EN,NA
Harpalyce lanata,EN,NA
Harpalyce parvifolia,EN,NA
Hatiora cylindrica,DD,NA
Hatiora herminiae,VU,NA
Hatiora rosea,DD,NA
Hatschbachiella polyclada,NT,NA
Hatschbachiella tweedieana,LC,NA
Hebanthe eriantha,LC,NA
Hebanthe pulverulenta,LC,NA
Hebepetalum roraimense,LC,NA
Heisteria amazonica,DD,NA
Heisteria amphoricarpa,LC,NA
Heisteria blanchetiana,LC,NA
Heisteria laxiflora,LC,NA
Heladena multiflora,EN,NA
Helianthemum brasiliense,EN,NA
Heliconia angusta,LC,NA
Heliconia episcopalis,LC,NA
Heliconia farinosa,LC,NA
Heliconia richardiana,LC,NA
Helicostylis heterotricha,DD,NA
Helicostylis tomentosa,LC,NA
Helosis cayennensis,LC,NA
Hemipogon abietoides,CR,NA
Hemipogon furlanii,EN,NA
Hemipogon harleyi,EN,NA
Hemipogon hatschbachii,CR,NA
Hemipogon irwinii,LC,NA
Hemipogon piranii,CR,NA
Henriettea glabra,LC,NA
Henriettea gomesii,DD,NA
Herbstia brasiliana,DD,NA
Herissantia nemoralis,LC,NA
Herpetacanthus delicatus,DD,NA
Herpetacanthus longiflorus,NT,NA
Herpetacanthus parvispica,DD,NA
Heteranthera limosa,LC,NA
Heteranthera rotundifolia,LC,NA
Heteranthera zosterifolia,LC,NA
Heterocoma albida,CR,NA
Heterocondylus amphidyctius,LC,NA
Heterocondylus lysimachioides,VU,NA
Heterocondylus pumilus,LC,NA
Heteropsis flexuosa,VU,NA
Heteropsis spruceana,NT,NA
Heteropterys admirabilis,EN,NA
Heteropterys aliciae,CR,NA
Heteropterys alternifolia,LC,NA
Heteropterys bahiensis,CR,NA
Heteropterys bicolor,LC,NA
Heteropterys brasiliensis,EN,NA
Heteropterys bullata,EN,NA
Heteropterys byrsonimifolia,LC,NA
Heteropterys capixaba,EN,NA
Heteropterys conformis,CR,NA
Heteropterys crinigera,VU,NA
Heteropterys dusenii,VU,NA
Heteropterys fragilis,EN,NA
Heteropterys hatschbachii,CR,NA
Heteropterys marginata,EN,NA
Heteropterys megaptera,EN,NA
Heteropterys oberdanii,VU,NA
Heteropterys occhionii,DD,CR
Heteropterys patens,NT,NA
Heteropterys pauciflora,LC,NA
Heteropterys perplexa,LC,NA
Heteropterys sanctorum,CR,NA
Heteropterys sincorensis,EN,NA
Heteropterys ternstroemiifolia,EN,EN
Heteropterys thyrsoidea,EN,NA
Heteropterys trigoniifolia,LC,NA
Heterotaxis sessilis,LC,NA
Heterotaxis valenzuelana,LC,NA
Hevea camargoana,EN,NA
Hevea camporum,LC,NA
Hevea rigidifolia,LC,NA
Hibiscus bifurcatus,LC,NA
Hibiscus diversifolius,LC,NA
Hibiscus furcellatus,LC,NA
Hibiscus peterianus,EN,NA
Hibiscus sororius,LC,NA
Hillia parasitica,LC,NA
Hillia saldanhaei,DD,NA
Hillia ulei,LC,NA
Hindsia arianeae,DD,NA
Hindsia cucullata,DD,NA
Hindsia glabra,CR,EN
Hindsia ibitipocensis,CR,NA
Hindsia phyllocalyx,DD,NA
Hindsia republicana,DD,NA
Hindsia violacea,DD,DD
Hippeastrum angustifolium,VU,NA
Hippeastrum brasilianum,EN,NA
Hippeastrum breviflorum,EN,NA
Hippeastrum goianum,EN,NA
Hippeastrum guarapuavicum,EN,NA
Hippeastrum leucobasis,CR,NA
Hippeastrum morelianum,VU,NA
Hippeastrum papilio,CR,NA
Hippeastrum psittacinum,EN,NA
Hippeastrum reginae,EN,NA
Hippeastrum santacatarina,EN,NA
Hippeastrum striatum,EN,NA
Hippeastrum vittatum,CR,NA
Hiraea bullata,VU,NA
Hiraea cuiabensis,LC,NA
Hiraea cuneata,LC,NA
Hiraea restingae,EN,NA
Hiraea wiedeana,EN,NA
Hirtella angustifolia,VU,NA
Hirtella bahiensis,LC,NA
Hirtella barrosoi,DD,NA
Hirtella ciliata,LC,NA
Hirtella conduplicata,CR,NA
Hirtella couepiiflora,DD,NA
Hirtella eriandra,LC,NA
Hirtella excelsa,LC,NA
Hirtella fasciculata,LC,NA
Hirtella floribunda,EN,NA
Hirtella glandulosa,LC,NA
Hirtella glaziovii,EN,NA
Hirtella hebeclada,LC,NA
Hirtella insignis,NT,EN
Hirtella juruensis,EN,EN
Hirtella kuhlmannii,EN,NA
Hirtella longifolia,DD,NA
Hirtella magnifolia,DD,NA
Hirtella martiana,LC,NA
Hirtella parviunguis,EN,CR
Hirtella piresii,LC,NA
Hirtella prancei,EN,NA
Hirtella racemosa,LC,NA
Hirtella santosii,EN,EN
Hirtella scaberula,DD,NA
Hirtella subglanduligera,DD,NA
Hirtella triandra,LC,NA
Hochreutinera hasslerana,EN,NA
Hoehneella heloisae,CR,NA
Hoehnephytum almasense,EN,NA
Hoehnephytum trixoides,LC,NA
Hoffmannseggella briegeri,EN,NA
Hoffmannseggella caulescens,EN,NA
Hoffmannseggella cinnabarina,LC,NA
Hoffmannseggella crispata,NT,NA
Hoffmannseggella endsfeldzii,CR,NA
Hoffmannseggella ghillanyi,EN,NA
Hoffmannseggella gloedeniana,CR,NA
Hoffmannseggella kautskyana,CR,NA
Hoffmannseggella milleri,CR,NA
Hoffmannseggella mixta,EN,NA
Hoffmannseggella munchowiana,CR,NA
Hohenbergia augusta,LC,NA
Hohenbergia belemii,NT,NA
Hohenbergia castellanosii,EN,NA
Hohenbergia correia-araujoi,CR,NA
Hohenbergia littoralis,EN,NA
Holocheilus hieracioides,EN,NA
Holocheilus monocephalus,EN,NA
Holocheilus pinnatifidus,LC,NA
Hololepis hatschbachii,CR,NA
Hololepis pedunculata,LC,NA
Homalolepis cavalcantei,EN,NA
Homalolepis docensis,CR,NA
Homalolepis floribunda,CR,NA
Homalolepis insignis,EN,NA
Homalolepis maiana,CR,NA
Homalopetalum hypoleptum,DD,NA
Hornschuchia alba,CR,CR
Hornschuchia cauliflora,EN,EN
Hornschuchia citriodora,NT,NA
Hornschuchia myrtillus,VU,NA
Hornschuchia obliqua,EN,EN
Hortia brasiliana,NT,NA
Hortia neblinensis,DD,NA
Hortia superba,VU,NA
Houlletia brocklehurstiana,EN,NA
Huberia carvalhoi,EN,EN
Huberia espiritosantensis,VU,VU
Huberia glazioviana,EN,NA
Huberia laurina,DD,NA
Huberia minor,EN,NA
Huberia nettoana,NT,NT
Huberia parvifolia,DD,NA
Huberia pirani,EN,EN
Huberia semiserrata,LC,NA
Huberia triplinervis,DD,NA
Humiriastrum mussungense,VU,NA
Humiriastrum spiritu-sancti,EN,CR
Huntleya meleagris,LC,NA
Huperzia aqualupiana,EN,NA
Huperzia biformis,LC,NA
Huperzia catharinae,DD,NA
Huperzia christii,EN,NA
Huperzia flexibilis,LC,NA
Huperzia fontinaloides,LC,NA
Huperzia hemleri,CR,NA
Huperzia hexasticha,LC,NA
Huperzia itambensis,EN,NA
Huperzia martii,EN,NA
Huperzia mollicoma,EN,NA
Huperzia mooreana,EN,NA
Huperzia nuda,EN,NA
Huperzia quadrifariata,LC,NA
Huperzia regnellii,CR,NA
Huperzia rubra,CR,NA
Huperzia sellowiana,VU,NA
Huperzia taxifolia,EN,NA
Huperzia treitubensis,CR,NA
Hybanthus albus,CR,NA
Hybanthus strigoides,EN,NA
Hybanthus velutinus,DD,NA
Hydrocotyle alpestris,CR,NA
Hydrocotyle bradei,CR,NA
Hydrocotyle exigua,DD,NA
Hydrocotyle langsdorffii,EN,NA
Hydrocotyle pusilla,LC,NA
Hydrocotyle ulei,EN,NA
Hylocarpa heterocarpa,VU,NA
Hylocereus setaceus,LC,NA
Hymenachne donacifolia,LC,NA
Hymenachne pernambucensis,LC,NA
Hymenaea brevipetiolata,LC,NA
Hymenaea cangaceira,NT,NA
Hymenaea courbaril,LC,NA
Hymenaea fariana,NT,NA
Hymenaea martiana,LC,NA
Hymenaea parvifolia,VU,VU
Hymenolobium excelsum,VU,VU
Hymenolobium grazielanum,LC,NA
Hymenolobium heringeranum,NT,NA
Hymenolobium janeirense,LC,NA
Hymenophyllum fragile,LC,NA
Hymenophyllum magellanicum,LC,NA
Hymenophyllum peltatum,LC,NA
Hymenophyllum rufum,LC,NA
Hymenophyllum sampaioanum,CR,NA
Hymenophyllum silveirae,CR,NA
Hymenopus adolphoduckei,EN,NA
Hypenia aristulata,CR,NA
Hypenia concinna,DD,NA
Hypenia crispata,EN,NA
Hypenia micrantha,EN,NA
Hypenia paradisi,EN,NA
Hypenia subrosea,EN,NA
Hypericum caprifoliatum,LC,NA
Hypericum carinatum,NT,NA
Hypericum mutilum,VU,NA
Hypericum piriai,NT,NA
Hypericum rigidum,LC,NA
Hypolytrum amorimii,CR,NA
Hypolytrum bahiense,EN,NA
Hypolytrum glaziovii,CR,NA
Hypolytrum lucennoi,VU,NA
Hypolytrum paraense,EN,NA
Hyptidendron amethystoides,LC,NA
Hyptidendron asperrimum,LC,NA
Hyptidendron claussenii,EN,NA
Hyptidendron conspersum,EN,EN
Hyptidendron dictiocalyx,EN,NA
Hyptidendron leucophyllum,VU,NA
Hyptis alpestris,EN,NA
Hyptis althaeifolia,LC,NA
Hyptis angustifolia,EN,NA
Hyptis apertiflora,VU,NA
Hyptis arenaria,VU,NA
Hyptis argyrophylla,EN,NA
Hyptis asteroides,DD,NA
Hyptis bahiensis,EN,NA
Hyptis bombycina,DD,NA
Hyptis caduca,DD,NA
Hyptis caprariifolia,EN,NA
Hyptis carvalhoi,VU,NA
Hyptis colligata,EN,NA
Hyptis coriacea,DD,NA
Hyptis cruciformis,EN,NA
