"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"379","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219383","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Anderson WR; Hill SR; Reis dos Santos R; Souza R","1973","05","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219383",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"c. 16 km (straight line) S of Goias Velho; elev. ca. 950 m; cerrado on SE slope. Estado de Goiás Serra Dourada.",NA,NA,"NL-L1219383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"380","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219384","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Herb Lugd Batav",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219384",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"Brasila at Porto Real.",NA,NA,"NL-L1219384",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"381","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492679","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Irwin HS; et al.","1970","03","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492679",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"Plants of the Planalto do Brasil, Estado de minas Gerais, Culms to ca. 50 cm tall, Cerrado da. 12 km W. of Corinto.",NA,NA,"NL-U1492679",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"382","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492683","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Hoock JML","1956","03","14","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492683",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,NA,NA,"Suriname, Zanderij I",NA,NA,"NL-U1492683",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0141063",NA,NA,NA
"383","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492781","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Richards PW","1969","09","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492781 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492781",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"Central Brazilian Plateau, State of Matto Grosso, Expedition Base camp, Base camp Square, R2, c. 1/2 km E of road.","-51.766667","-12.816667","NL-U1492781",NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"384","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493486","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Schulz JP","1966","08","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493486",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"Edo. Guarico; Estac, Biol de Los Llanos (10 km al S. de Calabozo).",NA,NA,"NL-U1493486",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"385","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493487","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Steyermark JA; Manara BJ; Morillo GN","1973","09","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493487",NA,"Poales","(Nees) Pilg.",NA,NA,NA,NA,"Estado Sucre: Sabanas pendientes con penascos, EL Merey, Fila de Matacual, al Sur de Barbacoas, 14.5 kms. al Suroeste de Cumana.",NA,NA,"NL-U1493487",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"386","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492799","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Henkel TW; Chin M; Williams L","1994","07","22","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492799",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,"Potaro-Siparuni",NA,"Potario-Siparuni. Pakaraima Mountains; Upper Ireng watershed; along upper Kaatnang river , W slope of Achiknang","-60.1","4.983333","NL-U1492799",NA,NA,NA,"-60.1","4.983333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0159007",NA,NA,NA
"387","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492798","PreservedSpecimen","Plantae","Gramineae","Axonopus","canescens","Axonopus canescens","Henkel TW; Williams (Guyana) R; Scrase H","1993","08","14","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492798",NA,"Poales","(Nees) Pilg.","Judziewicz EJ",NA,"Upper Demerara - Berbice",NA,"Berbice savanna near Takama Army Base","-57.95","5.716667","NL-U1492798",NA,NA,NA,"-57.95","5.716667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0159006",NA,NA,NA
"388","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219397","PreservedSpecimen","Plantae","Gramineae","Axonopus","chrysostachyus","Axonopus chrysostachyus","Gonggrijp JW","1921","05","29","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219397",NA,"Poales","(Schrad.) Pilg.",NA,NA,NA,NA,"flav. Poika, 1e savanna.",NA,NA,"NL-L1219397",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"389","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1220092","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Splitgerber FL",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1220092",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"in savannas Suriname prope plant: Onoribo in Para. *.",NA,NA,"NL-L1220092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"390","2020-02-08 10:16:21-03","NBC","NL-BOTANY","WAG.1316641","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Boerboom JHA","1962","08","05","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316641",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"near Jodensavanna.",NA,NA,"NL-WAG1316641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"391","2020-02-08 10:16:21-03","NBC","NL-BOTANY","WAG.1316642","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Boerboom JHA","1962","08","05","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316642",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"near Jodensavanna.",NA,NA,"NL-WAG1316642",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"392","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1220088","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Kappler A","1844","02","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1220088",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"in distr. Para.",NA,NA,"NL-L1220088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"393","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1220090","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Splitgerber FL",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1220090",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"NL-L1220090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"394","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1220091","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Splitgerber FL",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1220091",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"NL-L1220091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"395","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1220093","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Splitgerber FL",NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1220093",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,NA,NA,NA,"NL-L1220093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"396","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.3877757","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Rua GH; Gróttola MC; Frank LG","1996","03","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3877757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3877757",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"Estado Mato Grosso, ruta de Cuiaba a Chapada dos Guimaraes, km 10, faz. Bandeira.",NA,NA,"NL-L3877757",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"397","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492684","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Prance GT; et al.","1971","06","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492684",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"Plants of Brazilian Amazonia, State of Amazonias, Rio Purus, Rio Ituxi, Fortaleza Savanna, Rio Puciari tributary of Rio Ituxi, 20 km above mouth.",NA,NA,"NL-U1492684",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"398","2020-02-08 10:16:21-03","NBC","NL-BOTANY","WAG.1316640","PreservedSpecimen","Plantae","Gramineae","Axonopus","pulcher","Axonopus pulcher","Boerboom J","1961","07","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316640",NA,"Poales","(Nees) Kuhlm.",NA,NA,NA,NA,"Alg. bij voetbalveld Auca (Mapane gebied).",NA,NA,"NL-WAG1316640",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"399","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493468","PreservedSpecimen","Plantae","Gramineae","Axonopus","tenuis","Axonopus tenuis","Harley RM; et al.","1974","02","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493468",NA,"Poales","Renvoize",NA,NA,NA,NA,"Estado de Bahia, Serra do Sincora, 8 km S.W. of Mucuge, on road from Cascavel near Fazenda Paraguacu.","-41.416667","-13.033333","NL-U1493468",NA,NA,NA,"-41.416667","-13.033333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"400","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U 0002289","PreservedSpecimen","Plantae","Gramineae","Axonopus","tenuis","Axonopus tenuis","Harley RM; et al.","1974","02","01","Southern America","Brazil",NA,NA,"Lakeside marsh, with some standing water, and disturbed vegetation near cultivation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002289",NA,"Poales","Renvoize",NA,NA,"Bahia",NA,"Estado de BahiaSerra do SincoráLagoa Encantada, 19km. N.E. of Ibiccara near Brejao.","-41.216667","-13.333333","NL-U0002289",NA,NA,"isotype","-41.216667","-13.333333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"1743",NA,NA,NA
"401","2020-11-04 12:18:35-03","ESALQ","ESA","120855","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","01",NA,"Brasil",NA,NA,"Erva, até 1m alt., espiguetas marrons, ráquis com tricomas dourados.","ESA120855","Magnoliophyta",NA,"P. Beauv.","Delfini, C.","445.0","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, proximidades da prainha.","-43.345","-18.116",NA,"790","790",NA,"-43.345","-18.116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2020-11-04 12:15:42-03","ESALQ","ESA","142732","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Queiróz, L. P.","1999","04","09",NA,"Brasil",NA,NA,NA,"ESA142732",NA,NA,"P. Beauv.",NA,"5212.0","Bahia","Umburanas",NA,"-41.3264007568359","-10.7327995300293",NA,NA,NA,NA,NA,NA,NA,NA,"54853","auto",NA,NA,NA,NA,NA,NA,NA
"403","2020-11-04 12:15:42-03","ESALQ","ESA","142739","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Chacon, R. G.","2008","01","31",NA,"Brasil",NA,NA,NA,"ESA142739",NA,NA,"P. Beauv.","Chacon, R. G.","269.0","Distrito Federal","Lago Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2020-11-04 12:15:42-03","ESALQ","ESA","142822","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Burman, A.G.","1978","03","22",NA,"Brasil",NA,NA,NA,"ESA142822",NA,NA,"P. Beauv.","Delfini, C.","286.0","Minas Gerais","Guinda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2020-11-04 12:18:35-03","ESALQ","ESA","119022","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","16",NA,"Brasil",NA,NA,NA,"ESA119022","Magnoliophyta",NA,NA,NA,"502.0","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, proximidades da parte alta da cahoeira Casca D'Anta.","-46.52073","-20.27972","ESA119022",NA,NA,NA,"-46.52073","-20.27972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2020-11-04 12:15:42-03","ESALQ","ESA","118726","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Coan, A.I.","2013","06","01",NA,"Brasil",NA,NA,NA,"ESA118726",NA,NA,NA,"Longhi-Wagner, H.M.","13.0","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,"2003","06",NA,NA,NA,NA,"23",NA,NA,NA,NA
"407","2020-11-04 12:18:35-03","ESALQ","ESA","36206","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","1997","03","23",NA,"Brasil",NA,NA,"Èrva; espiguetas verdes.","ESA036206","Magnoliophyta",NA,"P. Beauv.","F.M. Ferreira","14983.0","Mato Grosso","Canarana","Estrada Água Boa -Nova Xavantina, Ca. 40 km após a entrada de Canarana. Savana arborizada (cerrado)","-520.439","-135.429","ESA036206",NA,NA,NA,"-520,439","-135,429","2009","12",NA,NA,NA,NA,"15",NA,NA,NA,NA
"408","2020-11-04 12:18:35-03","ESALQ","ESA","120580","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","01",NA,"Brasil",NA,NA,"Erva, 40-50cm alt., espiguetas com tricomas dourados.","ESA120580","Magnoliophyta",NA,NA,"Delfini, C.","148.0","Minas Gerais","Ouro Branco","Serra de Ouro Branco. Entrada para a Serra a 6km do entroncamento com a estrada Ouro Branco - Ouro Preto.","-43.69323","-20.49635",NA,"1400","1536",NA,"-43.69323","-20.49635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2020-11-04 12:18:35-03","ESALQ","ESA","120479","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Leal, C.G. ; Silva, O.A.","1950","06","01",NA,"Brasil",NA,NA,NA,"ESA120479","Magnoliophyta",NA,NA,"Feliciano, C.D.","78.0","Pernambuco","Pernambuco","Restinga de Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2020-11-04 12:15:42-03","ESALQ","ESA","118703","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Longhi-Wagner, H.M.","1984","12","01",NA,"Brasil",NA,NA,NA,"ESA118703",NA,NA,NA,"Delfini, C.",NA,"Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA
"411","2020-11-04 12:15:42-03","ESALQ","ESA","142702","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Santos, E. P.","1986","05","14",NA,"Brasil",NA,NA,NA,"ESA142702",NA,NA,"P. Beauv.","Delfini, C.",NA,"Goiânia","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA
"412","2020-11-04 12:15:42-03","ESALQ","ESA","118725","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Nakamura, A.T.","2005","04","01",NA,"Brasil",NA,NA,NA,"ESA118725",NA,NA,NA,"Longhi-Wagner, H.M.",NA,"São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,NA,NA,NA,NA,NA,"1905","06","27552","auto",NA,NA,"27",NA,NA,NA,NA
"413","2020-11-04 12:18:35-03","ESALQ","ESA","119015","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","12",NA,"Brasil",NA,NA,NA,"ESA119015","Magnoliophyta",NA,NA,NA,"405.0","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, a cerca de 2,5km da bifurcação a partir da estrada Curvelo - Diamantina.","-43.6002998352051","-18.2493991851807","ESA119015",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"414","2020-11-04 12:18:35-03","ESALQ","ESA","119019","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","12",NA,"Brasil",NA,NA,NA,"ESA119019","Magnoliophyta",NA,NA,NA,"430.0","Minas Gerais","Diamantina","Estrada para Curvelo, km 603, a cerca de 12km da cidade e mais ou menos 1km da divisa com o município de Datas.","-43.6002998352051","-18.2493991851807","ESA119019",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"415","2020-11-04 12:18:35-03","ESALQ","ESA","118969","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Damasceno Jr., G.A.","2005","02","01",NA,"Brasil",NA,NA,NA,"ESA118969","Magnoliophyta",NA,NA,"Delfini, C.","3429.0","Mato Grosso do Sul","Corumbá","Mineração Corumbaense Mina 5.","-57.6533012390137","-19.0091991424561",NA,"656","656",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"416","2020-11-04 12:18:35-03","ESALQ","ESA","119023","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","05","16",NA,"Brasil",NA,NA,NA,"ESA119023","Magnoliophyta",NA,NA,NA,"521.0","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, proximidades da parte alta da cahoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688","ESA119023",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"417","2020-11-04 12:18:35-03","ESALQ","ESA","121144","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","10","01",NA,"Brasil",NA,NA,"Erva, até 60cm alt. Espiguetas marrons, tricomas dourados","ESA121144","Magnoliophyta",NA,NA,NA,"674.0","Goiás","Alto Paraíso de Goiás","Rod. GO-118 em direção a Cavalcante, ca. 12km N (em linha reta) de Alto Paraíso","-47.5099983215332","-14.1324996948242",NA,"1502","1502",NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA
"418","2020-11-04 12:18:35-03","ESALQ","ESA","121140","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Delfini, C.","2012","10","01",NA,"Brasil",NA,NA,"Erva, ca. 1m alt. Espiguetas marrons, tricomas dourados","ESA121140","Magnoliophyta",NA,NA,NA,"669.0","Goiás","Alto Paraíso de Goiás","Rod. GO-118 em direção a Cavalcante, ca. 12km N (em linha reta) de Alto Paraíso","-47.5099983215332","-14.1324996948242",NA,"1502","1502",NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA
"419","2020-11-04 12:18:35-03","ESALQ","ESA","45795","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","1997","03","21",NA,"Brasil",NA,NA,"Erva; espiguetas castanhas.","ESA045795","Magnoliophyta",NA,"P. Beauv.","Oliveira, R.C.","14743.0","Mato Grosso","São Félix do Araguaia","Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães. Savana Parque. Área arborizada densa (cerrado).","-51.13","-113.339","ESA045795",NA,NA,NA,"-51.13","-113,339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-11-04 12:18:35-03","ESALQ","ESA","120483","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Callejas, R.","1983","11","01",NA,"Brasil",NA,NA,NA,"ESA120483","Magnoliophyta",NA,NA,"Delfini, C.","1668.0","Bahia","Santa Cruz","Cabrália. Km 15 da estrada Santa Cruz-Cabrália. Porto Seguro.",NA,NA,NA,NA,NA,NA,NA,NA,"2016","12",NA,NA,NA,NA,"01",NA,NA,NA,NA
"421","2020-11-04 12:18:35-03","ESALQ","ESA","45770","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","1997","05","19",NA,"Brasil",NA,NA,"Erva; espiguetas castanho-claras.","ESA045770","Magnoliophyta",NA,"P. Beauv.","Oliveira, R.C.","16511.0","Mato Grosso","Nobres","Cerca de 62 Km NE (em linha reta) de Nobres. BR-242. Savana arborizada (cerrado).","-56.53","-14.23","ESA045770",NA,NA,NA,"-56.53","-14.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-11-04 12:15:42-03","ESALQ","ESA","118721","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","d#?#Eça Neves, F.F.","1998","02","01",NA,"Brasil",NA,NA,NA,"ESA118721",NA,NA,NA,"d#?#Eça Neves, F.F.","807.0","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,"1998","03",NA,NA,NA,NA,"03",NA,NA,NA,NA
