"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"476","2019-11-19 14:09:10-03","UFRPE","PEUFR","53598","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl","M.L. Guedes; P.E Mattos Andrade","M.L. Guedes; E.P. Queiroz; P.E. Mattos Andrade; Gomes","18773","2011","04","19","Brasil","Bahia","Salvador","Região metropolitana; Paralela","-38.5","-12.966667","38°30'00W","12°58'00S",NA,NA,"PEUFR053598",NA,"2011","11",NA,"Árvore; 6m de altura; folhas coriáceas; discolores; frutos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-09-02 13:01:37-03","UFRPE","PEUFR","33190","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","D. Zappi","L.M. Nascimento; A. G. Silva","210","1999","05","12","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Bituri","-36.3955","-8.2075","36º23'730''W","08°12'27S","920","920","PEUFR033190",NA,"1999","12",NA,"Árvore com cerca de 7m de altura. Frutos imaturos verdes com cúpula amarela. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-11-13 12:35:20-03","UFRPE","PEUFR","32967","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ","L.M. Nascimento","L.M. Nascimento; A. G. Silva","407","2000","04","28","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.416667","-8.187222","36º24'60W","08º11'14","565","960","PEUFR032967",NA,"2000","05","02","Árvore com cerca de 9m de altura; Flores com sépalas verdes, pétalas e estames alvos. Ocasional.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2019-11-19 14:09:10-03","UFRPE","PEUFR","46896","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl. ",NA,"A. D. C. Cavalcanti","133","2004","12","07","Brasil","Pernambuco","Igarassu","Mata Cruzinha/Santa Helena","-34.96975","-7.693972","34º58'11,1W","07º41'38,3S",NA,NA,"PEUFR046896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-04-22 16:23:39-03","UFPB","JPB","63359","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Barbosa, MR","Oliveira, MN; Silva, GS","443","2011","12","05","Brasil","Bahia","Maracás","Fazenda Corralinho.","-40.751556","-13.8875","-40.751556","-13.8875",NA,NA,"JPB0063359",NA,"2013","04","04","Árvore#?#Folhas opostas, simples, margem inteira, folhas jovens com ápice foliar amarelo.&nf;; HABITAT: Floresta Estacional Decidual; DESC: Árvore#?#Folhas opostas, simples, margem inteira, folhas jovens com ápice foliar amarelo.","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-04-22 16:23:39-03","UFPB","JPB","32888","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"França, F; Melo, E; Silva, BM da","3191","1999","05","26","Brasil","Bahia","Jacobina","Cachoeira Véu de Noiva. Mata ciliar degradada.","-40.5","-11.344444","-40.5","-11.344444","605","605",NA,NA,NA,NA,NA,"; DESC: Arbusto com ramos escandentes. Folha membranácea a cartácea. Fruto maduro vinoso.","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-04-22 16:23:39-03","UFPB","JPB","38906","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Menezes, CM","Nolasco, AP","35","2005","09","06","Brasil","Bahia","Mata de São João","Busca Vida. Folha SD.24-X-A.","-38.265556","-15.865278","-38.265556","-15.865278",NA,NA,NA,NA,"2005","09",NA,"; DESC: Restinga. Vegetando em mata de duna.","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-04-22 16:23:39-03","UFPB","JPB","60562","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Person, C; Barbosa, MR; Jardim, JG; Thomas, WW; et al.","2215","2014","10","28","Brasil","Bahia","Camacan","RPPN Serra Bonita, 6 km NW of Camacan road to Jacareci, then 6 km W on road to Embratel tower.","-39.565667","-15.388333","-39.565667","-15.388333","790","790",NA,NA,NA,NA,NA,"; HABITAT: Montane moist forest.; DESC: Tree 4 m, dbh 5 cm. Corolla white.","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-04-22 16:23:39-03","UFPB","JPB","64446","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nascimento, LM; Silva, AG da","372","2000","03","29","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.417722","-8.18725","-36.417722","-8.18725","565","960","JPB0064446",NA,NA,NA,NA,"; HABITAT: Dentro da mata, mata estacional; DESC: Árvore com cerca de 12m de alt. Flores com sépalas verdes claro e pétalas alvas","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-07-12 17:21:21-03","UFPB","JPB","27719","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nascimento, LM; Silva, AG da","338","2000","03","01","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,"34231","auto",NA,NA,NA,NA
"486","2020-07-12 17:21:21-03","UFPB","JPB","27666","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Silva, AG da; Nascimento, LM","163","1999","09","14","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,"34231","auto",NA,NA,NA,NA
"487","2020-07-12 17:21:21-03","UFPB","JPB","27665","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nascimento, LM; et al.","272","1999","10","19","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,"34231","auto",NA,NA,NA,NA
"488","2020-07-12 17:21:21-03","UFPB","JPB","27716","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nascimento, LM; Silva, AG da","407","2000","04","28","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,"34231","auto",NA,NA,NA,NA
"489","2020-04-22 16:23:39-03","UFPB","JPB","56083","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Alvares, SMR","UEC21948","1989","05","03","Brasil","São Paulo","Mogi Mirim","Horto Florestal","-46.9500007629395","-22.4300003051758",NA,NA,NA,NA,"JPB0056083",NA,NA,NA,NA,"Árvore, frutos maduros.","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,"19575","auto",NA,NA,NA,NA
"490","2019-11-06 09:57:24-03","UFOP","OUPR","s.r.","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais",NA,"Proximidades do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores pálidas. Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-11-06 09:57:24-03","UFOP","OUPR","9292","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Silva, J.L.","s.n.","2000","02","24","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"492","2019-11-06 09:57:24-03","UFOP","OUPR","9905","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Nogueira, R.E.","229",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Estrada para São Bartolomeu","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, frutos marrons. Campo sujo.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"493","2019-11-06 09:57:24-03","UFOP","OUPR","s.r.","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Frazão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores pálidas. Mata.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"494","2019-11-06 09:57:24-03","UFOP","OUPR","s.r.","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Granjeiras","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores pálidas. Mata.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"495","2019-11-06 09:57:24-03","UFOP","OUPR","29595","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","De Sousa, H.C.","Casério, B.M.","s.n.","2014","12",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do forno","-43.5080986022949","-20.2875003814697",NA,NA,"1350","1350",NA,NA,"2016","08",NA,"Floresta montana.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"496","2019-11-06 09:57:24-03","UFOP","OUPR","s.r.","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Badini, J.","s.n.","1939",NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores pálidas. Mata.",NA,NA,NA,NA,NA,NA,NA,"13827","auto",NA,NA,NA,NA
"497","2019-11-06 09:57:24-03","UFOP","OUPR","s.r.","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Badini, J.","s.n.","1939","01",NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores pálidas. Mata.",NA,NA,NA,NA,NA,NA,NA,"13827","auto",NA,NA,NA,NA
"498","2019-11-06 09:57:24-03","UFOP","OUPR","20407","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Messias, M.C.T.B.","1205","2006","11","22","Brasil","Minas Gerais","Viçosa","Mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, flores brancas. Floresta estacional semidecidual.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"499","2020-10-14 10:05:56-03","FURB","FURB","4711","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Hatschbach, G","Vieira, F.C.S.","662","2004","12","01","Brasil","Santa Catarina","São Francisco do Sul","Ilha Grande.","-48.7083333","-26.2683334","-48.7083333","-26.2683334","25","25","FURB40572","FURB40572","2005","02","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2020-10-14 10:05:56-03","FURB","FURB","45783","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Oliveira, AA de","Oliveira, A.A. de","1137","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","FURB40562","FURB40562","2015","02","12","Regeneração IFFSC 517 /S/68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2020-10-14 10:05:56-03","FURB","FURB","17999","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Sobral, M","Korte, A.; Kniess, A.","990","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","FURB40570","FURB40570","2010","01","25","Florística IFFSC 517 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2020-10-14 10:05:56-03","FURB","FURB","18494","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Verdi, M","Verdi, M.; Tomazi, A.L. & Klemz, G.","3316","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB03292","FURB03292","2009","12","02","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2020-10-14 10:05:56-03","FURB","FURB","24335","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","2285","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","FURB40571","FURB40571","2010","03","30","Florística IFFSC 467 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto vermelho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2020-10-14 10:05:56-03","FURB","FURB","26303","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Stival-Santos, A","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2854","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","FURB40568","FURB40568","2010","05","21","Florística IFFSC 286 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto vinho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-10-14 10:05:56-03","FURB","FURB","28796","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Korte, A","Korte, A.; Kniess, A.","3375","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","FURB40566","FURB40566","2010","05","21","Florística IFFSC 577 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto roxo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-10-14 10:05:56-03","FURB","FURB","33143","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Korte, A","Korte, A.","5019","2010","11","18","Brasil","Santa Catarina","Itapoá","Saí Mirim.","-48.69","-26.1","-48.6900000","-26.1000000","18","18","FURB40569","FURB40569","2011","01","11","Florística IFFSC 1069 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-10-14 10:05:56-03","FURB","FURB","34199","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Korte, A","Korte, A.","5744","2011","02","22","Brasil","Santa Catarina","São Francisco do Sul","Praia do Ervino / Parque Estadual do Acaraí.","-48.6105556","-26.3933333","-48.6105556","-26.3933333","2","2","FURB40567","FURB40567","2011","03","22","Florística IFFSC 8012 (Arbórea) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-10-14 10:05:56-03","FURB","FURB","42589","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Gasper, AL de","Caglioni, E.; et al.","204","2012","04","04","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","-49.0783334","-27.0591667","320","320","FURB40564","FURB40564","2012","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-10-14 10:05:56-03","FURB","FURB","45240","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Mayer, M","Mayer, M.; Oliveira, A.A. de","641","2014","09","30","Brasil","Santa Catarina","Balneário Piçarras","Itacolomi.","-48.6944444","-26.73","-48.6944444","-26.7300000","17","17","FURB40565","FURB40565",NA,NA,NA,"Florística Entorno IFFSC 811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-10-14 10:05:56-03","FURB","FURB","54689","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","929","2017","08","26","Brasil","Santa Catarina","Major Gercino",NA,"-48.96","-27.36","-48.9600000","-27.3600000","258","258","FURB54689","FURB54689","2017","08","26","fruto avermelhado Habitat: borda da U.A. Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-10-14 10:05:56-03","FURB","FURB","56403","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1938","2017","12","04","Brasil","Santa Catarina","Águas Mornas",NA,"-48.8713889","-27.7188889","-48.8713889","-27.7188889",NA,NA,"FURB56403","FURB56403","2017","12","04","flor creme Habitat: interior da U.A. Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-10-14 10:05:56-03","FURB","FURB","56404","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1939","2017","12","01","Brasil","Santa Catarina","Águas Mornas",NA,"-48.87","-27.63","-48.8700000","-27.6300000",NA,NA,"FURB56404","FURB56404","2017","12","01","flor creme Habitat: borda do fragmento Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-10-14 10:05:56-03","FURB","FURB","59527","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3179","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54","-48.9600000","-27.5400000",NA,NA,"FURB59527","FURB59527","2018","07","28","fruto avermelhado Habitat: interior da unidade amostral Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-12-09 14:47:25-03","FURB","FURB","61781","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Ferreira, P.C.","Oliveira, A.A. de","4396","2016","12","19","Brasil","Paraná","Guaratuba",NA,"-48.6","-25.92","-48.6000000","-25.9200000",NA,NA,"FURB61781","FURB61781","2017","03","08","Árvore 7m; flora creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2020-10-14 10:05:56-03","FURB","FURB","621","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Sevegnani, L.",NA,"1999","01","21","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"FURB40575","FURB40575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2020-10-14 10:05:56-03","FURB","FURB","721","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Steinbach, F.",NA,"1992","06","27","Brasil","Santa Catarina","Indaial","Fazenda Faxinal, estrada olívio - final.","-49.2091667","-27.1141667","-49.2091667","-27.1141667","600","600","FURB40573","FURB40573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2021-03-16 17:52:31-03","UCS","HUCS","38783","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Korte, A.","Korte, A.","5744","2011","02","22","Brasil","Santa Catarina","São Francisco do Caí","Praia do Ervino, Parque Estadual do Acaraí","-48.610556","-26.393333","-48.610556","-26.393333",NA,NA,NA,NA,"2011","02","22","Herbário FURB 34199; Floresta Ombrófila Densa de Terras Baixas",NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA
"518","2021-03-16 17:52:31-03","UCS","HUCS","818","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Smith, L.B.","Klein, R.M.","7081","1967","01","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"1968",NA,NA,"Mata",NA,NA,NA,"Angiospermae","Gentianales",NA,NA,"27000","auto",NA,NA,NA,NA
"519","2021-03-16 17:52:31-03","UCS","HUCS","13716","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Hatschbach, G.","Silva, J.M.","2703","1998","12","15","Brasil","Paraná","Morretes","Serra da Prata, trilha para a torre da prata","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"Árvore 15m, flor alva.; Floresta Atlantica",NA,NA,NA,"Angiospermae","Gentianales",NA,NA,"30514","auto",NA,NA,NA,NA
"520","2019-02-23 11:30:23-03","UNEMAT","HERBAM","10494","S","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","F.Citadella","Soares-Lopes, C.R.A.; Rodrigues, L.; Lima, W.M.; Benetti, E.; Filho, J.I.; Da Silva, W.L.; Trevisan, L","CL 4068452","2015","01","30","Brasil","Mato Grosso","Alta Floresta","PCHCB Cabeça de Boi, Rio Cabeça de Boi, M.E, Afloramento rochoso","-8855.63056","50.294722","-8855.63056","50.294722","269","269","HERBAM010494",NA,"2015","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
