"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"173","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289857","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Hahn, W.|Persaud, H.|Gillespie, L.",NA,"1989","3","11",NA,"Guiana",NA,"Potaro-Siparuni Region: Kato.","-59.91667","4.66667","750",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289857' target='other'> <mi>dwc_moreinfo</mi></a>","P05289857","P05289857_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5560",NA,NA,NA
"174","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289858","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Cremers, G.",NA,"1986","4","3",NA,"Guyane française",NA,"Route du tour de I´lle de Cayenne, D 5 au PK 25-25,5.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289858' target='other'> <mi>dwc_moreinfo</mi></a>","P05289858","P05289858_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9472",NA,NA,NA
"175","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289859","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,NA,"[Guyana]",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289859' target='other'> <mi>dwc_moreinfo</mi></a>","P05289859","P05289859_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289860","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Schomburgk",NA,"1839","1","1",NA,"Guiana",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289860' target='other'> <mi>dwc_moreinfo</mi></a>","P05289860","P05289860_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289861","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Oldeman",NA,"1966","2","26",NA,"Guyane française",NA,"Aérodrome, Saül.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289861' target='other'> <mi>dwc_moreinfo</mi></a>","P05289861","P05289861_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2089",NA,NA,NA
"178","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289862","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Schnell, R.",NA,"1961","8","13",NA,"Guyane française",NA,"Abords de la maison des Eaux et Forêts. Du tour de l´ile.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289862' target='other'> <mi>dwc_moreinfo</mi></a>","P05289862","P05289862_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11098",NA,NA,NA
"179","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289863","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Oldeman",NA,"1966","2","26",NA,"Guyane française",NA,"Aérodrome, Saül.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289863' target='other'> <mi>dwc_moreinfo</mi></a>","P05289863","P05289863_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2089",NA,NA,NA
"180","2015-09-04 21:30:48-03","MNHN","RECOLNAT_MNHN_P","P05289864","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Raynal, A.|Tirel, C.",NA,"1976","3","1",NA,"Guyane française",NA,"Mont Mahury, env.8km SE de Cayenne. Sommet près du lac Rorota.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289864' target='other'> <mi>dwc_moreinfo</mi></a>","P05289864","P05289864_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18319",NA,NA,NA
"181","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289865","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Mélinon",NA,NA,NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289865' target='other'> <mi>dwc_moreinfo</mi></a>","P05289865","P05289865_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289866","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Melinon",NA,NA,NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289866' target='other'> <mi>dwc_moreinfo</mi></a>","P05289866","P05289866_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289867","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Leprieur",NA,"1838","1","1",NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289867' target='other'> <mi>dwc_moreinfo</mi></a>","P05289867","P05289867_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289868","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Leprieur",NA,"1834","1","1",NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289868' target='other'> <mi>dwc_moreinfo</mi></a>","P05289868","P05289868_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86",NA,NA,NA
"185","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289869","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Leprieur",NA,"1838","1","1",NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289869' target='other'> <mi>dwc_moreinfo</mi></a>","P05289869","P05289869_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2015-09-04 21:30:49-03","MNHN","RECOLNAT_MNHN_P","P05289870","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Bená",NA,"1946","4","1",NA,"Guyane française",NA,"Cayenne.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289870' target='other'> <mi>dwc_moreinfo</mi></a>","P05289870","P05289870_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2015-09-04 21:30:50-03","MNHN","RECOLNAT_MNHN_P","P05289871","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Descoings, B.|Luu, C.",NA,"1974","1","15",NA,"Guyane française",NA,"Région de Cayenne, au sud de Tonate, à 10 km sur la route du Gallion à partir du croisement Cayenne-Kourou.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289871' target='other'> <mi>dwc_moreinfo</mi></a>","P05289871","P05289871_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20247",NA,NA,NA
"188","2015-09-04 21:30:50-03","MNHN","RECOLNAT_MNHN_P","P05289872","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Jansen-Jacobs, M.J.|Welle, B.J.H.|Andrew, R.|James, V.",NA,"1995","8","23",NA,"Guiana",NA,"Rupununi Distr., Shea Village.","-59.1","2.85","170",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289872' target='other'> <mi>dwc_moreinfo</mi></a>","P05289872","P05289872_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4794",NA,NA,NA
"189","2015-09-04 21:30:50-03","MNHN","RECOLNAT_MNHN_P","P05289873","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Sastre, C.",NA,"1977","7","8",NA,"Guyane française",NA,"Haut Oyapock, Peõla, 20 km en aval de Trois Sauts.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289873' target='other'> <mi>dwc_moreinfo</mi></a>","P05289873","P05289873_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4719",NA,NA,NA
"190","2015-09-04 21:30:50-03","MNHN","RECOLNAT_MNHN_P","P05289874","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Granville, J.J.|Hoff, M.|Allorge, L.|Hahn, W.J.|Weitzman",NA,"1987","8","26",NA,"Guyane française",NA,"Camp. no.3- Roche no.1 Akouba Booka goo Soula- Bassin du Ha´ 500m au Sud-Ouest.","-54.01667","2.6","160",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289874' target='other'> <mi>dwc_moreinfo</mi></a>","P05289874","P05289874_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9702",NA,NA,NA
"191","2015-09-04 21:33:30-03","MNHN","RECOLNAT_MNHN_P","P05289877","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Cremers, G.",NA,"1979","3","23",NA,"Guyane française",NA,"Petit aarbuste du modèle de Leeuwenberg. Bord de route. Savanna entre PK 20 et 21 à l´Est d´Iracoubo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289877' target='other'> <mi>dwc_moreinfo</mi></a>","P05289877","P05289877_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5504",NA,NA,NA
"192","2015-09-04 21:33:31-03","MNHN","RECOLNAT_MNHN_P","P05289879","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Hoock",NA,"1962","3","22",NA,"Guyane française",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289879' target='other'> <mi>dwc_moreinfo</mi></a>","P05289879","P05289879_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-09-04 21:33:31-03","MNHN","RECOLNAT_MNHN_P","P05289880","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Granville",NA,"1984","11","23",NA,"Guyane française",NA,"Haute Camopi: Monte Belvédère.",NA,NA,"200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289880' target='other'> <mi>dwc_moreinfo</mi></a>","P05289880","P05289880_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6970",NA,NA,NA
"194","2015-09-04 21:33:31-03","MNHN","RECOLNAT_MNHN_P","P05289881","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Crevaux",NA,"1877","5","1",NA,"Guyane française",NA,"Rio Kourari.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289881' target='other'> <mi>dwc_moreinfo</mi></a>","P05289881","P05289881_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-02-11 17:19:37-03","UFPR","UPCB","84231","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Sobral, M.","12782","2009","04","08",NA,"Brasil","Minas Gerais","Cachoeira do Bom Despacho","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Arbusto 0,5-0,8m, em campo rupestre; frutos imaturos.","UPCB0012003","UPCB0012003","D. Don","Tiradentes","10355","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-02-11 17:19:37-03","UFPR","UPCB","81954","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Pirani, J.R.","11984","1991","03","25",NA,"Brasil","Minas Gerais","Caminho da Bse do IBAMA do Rio Cipó para o Capão dos Palmitos. Elev. 800 - 1000m. Parque Nacional da Serra do Cipó. Cerrado de encosta, com algumas áreas de campo rupestre transicional. Arbusto pouco ramificado, 50cm alt., frutos imaturos vináceos","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"UPCB0012005","UPCB0012005","D.Don","Santana do Riacho","26557","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-11 17:19:37-03","UFPR","UPCB","64067","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Lombardi, J.A.","7612","2008","11","11",NA,"Brasil","Amazonas","Campus da Universidade Federal do Amazonas.","-59.969444","-3.098056","83","83",NA,"Prensado em álcool. Mata úmida. Arbusto ca. 1,5m, folhas herbáceas, ovário e cálice verdes, pétalas alvas, anteras vermelhas, frutos roxos..","UPCB0012001","UPCB0012001","D.Don","Manaus",NA,NA,"2009","-59.969444","-3.098056","01","01",NA,NA,NA,NA,NA
"198","2021-02-11 17:19:37-03","UFPR","UPCB","70871","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Caddah, M.K.","Caddah, M.K.","574","2009","07","01",NA,"Brasil","Amazonas","Rio Negro, estrada de Inambu, Margem direita do Rio Negro, estrada abandonada atrás da comunidade de Inambu. Campinarana. Terreno irregular, com formação de poças temporárias próximas à igarapé de pequeno porte (ca. 2m de largura). Dossel ca. de 15m com","-67.339444","0.324167",NA,NA,NA,"Subarbusto ca. 30cm, pétalas brancas, anteras rosa pink, frutos roxos a negros..","UPCB0011998","UPCB0011998","D.Don","São Gabriel da Cachoeira",NA,NA,"2009","-67.339444","0.324167","01","01",NA,NA,NA,NA,NA
"199","2021-02-11 17:19:37-03","UFPR","UPCB","70877","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Caddah, M.K.","Caddah, M.K.","582","2009","07","03",NA,"Brasil","Amazonas","Comunidade Itacoatiara Mirim, trilha atrás da comunidade. Campinarana com dossel ca. de 15m de altura e algumas árvores emergentes de 20m. Muitas árvores com DAp<15cm. Sub-bosque dominado por plântulas. Presença marcante de Marantaceae, Gesneriaceae. Pa","-67.015278","-0.168333",NA,NA,NA,"Arbusto ca. 1,0m, pétalas brancas, estames rosa pink, frutos roxos..","UPCB0011999","UPCB0011999","D.Don","São Gabriel da Cachoeira",NA,NA,"2009","-67.015278","-0.168333","01","01",NA,NA,NA,NA,NA
"200","2021-02-11 17:19:37-03","UFPR","UPCB","82470","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Goldenberg, R.","1807","2014","02","24",NA,"Brasil","Bahia","Ponte sobre Rio Cumbuca, Campo rupestre","-41.35","-12.991","900","900",NA,"Arbusto 1m; flores com hipanto roxo, pétalas brancas, estames lilases; frutos maduros enegrecidos.","UPCB0011995","UPCB0011995","D.Don","Mucugê",NA,NA,NA,"-41.350","-12.991",NA,NA,NA,NA,NA,NA,NA
"201","2021-02-11 17:19:37-03","UFPR","UPCB","82572","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Labiak, P.H.","5912","2015","03","06",NA,"Brasil","Tocantins","Serra de Natividade. Estrada para as torres. Cerrado rupestre.","-47.70079","-11.69421","350","800",NA,"Arbusto 80 cm. Flores róseas, frutos negros. Às margens de riacho..","UPCB0012006","UPCB0012006","D.Don","Natividade",NA,NA,"2015","-47.70079","-11.69421",NA,NA,NA,NA,NA,NA,NA
"202","2021-02-11 17:19:37-03","UFPR","UPCB","82906","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Labiak, P.H.","5912","2015","03","06",NA,"Brasil","Tocantins","Serra de Natividade. Estrada para as torres. Cerrado rupestre.","-47.70079","-11.69421","350","800",NA,"Arbusto 80 cm. Flores róseas, frutos negros. Às margens de riacho..","UPCB0011997","UPCB0011997","D.Don","Natividade",NA,NA,"2015","-47.70079","-11.69421",NA,NA,NA,NA,NA,NA,NA
"203","2021-02-11 17:19:37-03","UFPR","UPCB","79331","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Meirelles, J.","Meirelles, J | Boelter, C.R.","704","2011","09","03",NA,"Brasil","Amazonas","Aldeia Indígena, Yá mirim.","-67.0892028808594","-0.130278006196022",NA,NA,NA,"Arbusto ca. 50cm alt. Flores 4-meras com pétalas brancas e anteras rosa pink. Frutos maduros roxos..","UPCB0012004","UPCB0012004","D.Don.","São Gabriel da Cachoeira","377621","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-11 17:19:37-03","UFPR","UPCB","79266","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Meirelles, J.","Meirelles, J | Boelter, C.R.","888","2012","10","15",NA,"Brasil","Pará","Alter do Chão, savana, Morro da Piroca.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"Arbusto ca. 30cm alt. Frutos marrons..","UPCB0012007","UPCB0012007","D.Don","Santarém","205258","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-11 17:19:37-03","UFPR","UPCB","82170","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Carvalho-Sobrinho, J.G.de","1206","2006","11","28",NA,"Brasil","Amazonas","Balbina. Entorno. Balbina: estrada para o porto.","-60.0250015258789","-2.03444004058838",NA,NA,NA,"Arbusto ca. 1,0m alt. Frutos atro-vináceos. Material tratado com álcool comercial..","UPCB0011996","UPCB0011996","D.Don.","Presidente Figueiredo","229398","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-11 17:19:37-03","UFPR","UPCB","86546","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Sobral, M. et al.","12782","2009","04","08",NA,"Brasil","Minas Gerais","Cachoeira do Bom Despacho.","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Arbusto 0,5-0,8m, em campo rupestre; frutos imaturos..","UPCB0012002","UPCB0012002","D. Don","Tiradentes","10355","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-11 17:19:37-03","UFPR","UPCB","88170","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Braga","Flores, A.S. et al.","1510","2007","04","20",NA,"Brasil","Roraima","Campus Cauamé, próximo ao Rio Cauamé","-60.6733016967773","2.81972002983093",NA,NA,NA,"Arbusto cerca 1 m altura, flor branca rosada..","UPCB0029188","UPCB0029188","D.Don","Boa Vista","90031","auto","2013",NA,NA,"01",NA,NA,NA,NA,NA,NA
"208","2021-02-11 17:19:37-03","UFPR","UPCB","93795","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B.","Baumgratz, J. F. A. | Nadruz, M. | Wangler, M. S. | Carvalho, B. M. | Caldas, D.","1504","2016","06","09",NA,"Brasil","Rio de Janeiro","Parque Estadual do Desengano. Area de amortecimento do Parque Estadual do desengano","-42.0080986022949","-21.9552993774414","665","665",NA,"Ramos e peciolos (diminutos) verdes e castanho-claros; folhas verdes discolores, face abaxial com indumento alvo-brilhoso, sedoso ao tato, margem com indumento rosado.","UPCB0042867","UPCB0042867","D. Don.","Santa Maria Madalena","30526","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-02-11 17:19:37-03","UFPR","UPCB","64400","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Caddah, M.K.","Caddah, M.K.","441","2009","03","27",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, trilha para Cachoeira Casca d'Anta, parte baixa","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Coleta em sílica..","UPCB0012000","UPCB0012000","D.Don","São Roque de Minas","57119","auto","2009",NA,NA,"06",NA,NA,NA,NA,NA,NA
"210","2013-11-06 14:02:00-02","MO","MOBOT","100587716","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Otto Huber","Huber 576","1977","4","13","South America","Venezuela","Amazonas","Terreno situado entre la Carretera hacia Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho.","-63.6","5.6166667","75.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"211","2008-09-03 11:41:00-03","MO","MOBOT","1819921","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Alwyn H. Gentry|Paul E. Berry","Gentry 14723","1975","6","30","South America","Venezuela","Bolívar","Ca. 30 km N of Puerto Ayacucho; laja outcrop beside road.","-67.4055556","5.8413889","100.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3962","1",NA,NA
"212","2015-12-13 06:05:00-02","MO","MOBOT","1804469","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Quinones, Bibl. J.J.Triana 15:38","Francisco Ortiz","Ortiz 232",NA,NA,NA,"South America","Colombia","Casanare","Hato El Mochuelo.","-69.8333333","6.05",NA,NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"213","2013-10-05 06:31:00-03","MO","MOBOT","325328","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J.J. Wurdack (US)","H. van der Werff|Ángel C. González","van der Werff 5352","1983","7","11","South America","Venezuela","Táchira","Distr. Uribante; 3 km out- side Siberia on road to Pegonero, collect. in 3 habits.: level, sandy savanna(=SS) steep,rocky savanna (RS) & savanna forest (SF). Sandy savanna w/shrubs, (heathlike), rocky savanna almost without. Among ferns many plants of Anemia.","-71.66666","8.91666","1300.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-14","6",NA,NA
"214","2011-09-27 14:07:00-03","MO","MOBOT","100414105","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","F.A. Michelangeli","Fabián A. Michelangeli|Lupe Dávalos|A. Cibois","Michelangeli 807","2001","12","31","South America","Venezuela","Portuguesa","Hacienda Los Caminos, 10 km al N de Araure en la vía Camburito, Araure. Potreros al Oeste del río de los pozos al N del campamento La Llanada.","-69.3011111","9.6091667","300.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"215","2011-09-28 14:32:00-03","MO","MOBOT","100414411","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","F.A. Michelangeli","Fabián A. Michelangeli|Mac H. Alford","Michelangeli 696","2001","1","16","South America","Venezuela","Táchira","Bosque Siempre Verde, altamente intervenido en algunas zonas. 3-8 km al S de la central de San Agatón. Carretera Siberia-San Joaquín de Navay.","-71.7052778","7.8336111","900.00000000",NA,NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"216","2012-08-17 09:44:00-03","MO","MOBOT","100510024","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","R.E. Waide","Waide 62211","1972","6","22","South America","Colombia","Antioquia","Vicinity of Planta Providencia, ca. 35 kms SW of Zaragoza, in valley of Río Anorí in areas surrounding the confluence of Quebrada La Tirana and Río Anorí. Road above La Tirana on west slope, undergrowth cleared irregularly.","-75.0666667","7.3","400.00000000","600.00000000",NA,NA,NA,NA,"D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"217","2013-04-30 13:22:00-03","MO","MOBOT","100587651","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Wurdack","Basil Stergios|et al.","Stergios 8584","1984","4","18","South America","Venezuela","Bolívar","Alrededores del caño Villaca, carretera Caicara - El Burro.",NA,NA,NA,NA,NA,NA,NA,NA,"D. Don","Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
