"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"370","2020-10-14 10:02:17-03","FURB","FURB","60749","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez",NA,"Brotto,M.L; Silva, J.M","1960","2015","07","29","Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Frutos imaturos verdes e maduros pretos. Habitat: Florestas Ombrófila Densa das Terras Baixas. Habito: Árvore","FURB60749","FURB60749","2015","09","23",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"371","2020-10-14 10:02:17-03","FURB","FURB","46776","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Bonaldi, RA","Bonaldi, R.A.","741","2013","10","05","Brasil","Paraná","Paranaguá","Floresta do Palmito.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"FURB27211","FURB27211","2013",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"372","2020-10-14 10:02:17-03","FURB","FURB","46864","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Bonaldi, RA","Bonaldi, R.A.","779","2013","11","02","Brasil","Paraná","Paranaguá","Floresta dos Palmitos.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"FURB27210","FURB27210","2013",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"373","2021-03-16 17:53:08-03","UCS","HUCS","45635","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Brotto, M.L.","Brotto, M.L.","1960","2015","07","29","Brasil","Paraná","Guaratuba",NA,"-48.586667","-25.901389","-48.586667","-25.901389","16","16","Árvore de 10m de altura; frutos imaturos verdes e maduros pretos.; Floresta Ombrófila Densa das Terras Baixas",NA,NA,"2015","09","23",NA,NA,NA,NA,"Angiospermae","Lauraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-03-16 17:53:08-03","UCS","HUCS","30084","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Ribas, O.S.","7099","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"árvore 8 m - flor creme - Herbário MBM; Floresta Ombrófila Densa",NA,NA,"2005",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","49901","auto",NA,NA,NA,NA,NA,NA,NA
"375","2021-03-16 17:53:08-03","UCS","HUCS","29120","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Ribas, O.S.","7099","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo - Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"árvore 8 m - flor creme - Herbário MBM; Floresta Ombrófila Densa",NA,NA,"2005",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","49901","auto",NA,NA,NA,NA,NA,NA,NA
"376","2021-03-16 17:53:08-03","UCS","HUCS","29906","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Ribas, O.S.","7099","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo - Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"árvore 8 m - flor creme - Herbário MBM; Floresta Ombrófila Densa",NA,NA,"2005",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","49901","auto",NA,NA,NA,NA,NA,NA,NA
"377","2021-03-16 17:53:08-03","UCS","HUCS","16001","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Silva, J.M.","3082","1999","10","04","Brasil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"árvore de 15 m - flor creme; floresta atlântica",NA,NA,"1999",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","41885","auto",NA,NA,NA,NA,NA,NA,NA
"378","2021-03-16 17:53:08-03","UCS","HUCS","7723","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Hatschbach, G.","54799","1990","10","30","Brasil","Paraná","Bocaiuva do Sul","Serra São Miguel - Parque Estadual das Lauraceae","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"árvore de 15 m - flor creme; mata pluvial",NA,NA,"1990",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","61623","auto",NA,NA,NA,NA,NA,NA,NA
"379","2021-03-16 17:53:08-03","UCS","HUCS","20136","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G.","Hatschbach, G.","73832","2002","09","25","Brasil","Paraná","Guaraqueçaba","Tagaçaba - arredores","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"árvore, 12 m - Herbário MBM; floresta de encosta do morro",NA,NA,"2002",NA,NA,NA,NA,NA,NA,"Angiospermae","Lauraceae","37295","auto",NA,NA,NA,NA,NA,NA,NA
"380","2019-02-21 19:34:16-03","UNEMAT","HERBAM","1737","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez",NA,"Sasaki, D.; Piva, J.H. & Philippsen, M.","1997","2008","01","28","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata alta de encosta sobre solo arenoso, próximo a pequeno córrego que desagua na cachoeira do escondido. Dossel ca. 18 m alt. média.","-55.255833","-9.593056","-55.255833","-9.593056",NA,NA,NA,"HERBAM001737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-03-16 13:31:06-03","UNEMAT","HERBAM","8243","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Silva, DR","Soares, C.R.A.; Damasceno, A.S.V.; Matos, D.L.; Bitencourt, E.F. & Santos, M.L.","Rosa 1266157","2012","04","26","Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.780556","-9.343611","-56.780556","-9.343611","179","179",NA,"HERBAM008243",NA,"2012","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2019-04-23 11:53:48-03","UNEMAT","HERBAM","24375","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Santos, JP","Giacoppini, D.R.; França, A.L.","253","2015","10",NA,"Brasil","Mato Grosso","Cotriguaçu","Floresta Ciliar","-58.216044","-9.857967","-58.216044","-9.857967","194","194",NA,"HERBAM024375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2019-02-21 19:34:16-03","UNEMAT","HERBAM","2116","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Milliken, W","Zappi, D.C.; Sasaki, D.; Milliken, W.; Biggs, N.; Silveira, E.A.; Philippsen, M.; Bessa, M.A.","928","2008","01","28","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Na mata ombrófila, solo arenoso.","-55.256111","-9.593611","-55.256111","-9.593611",NA,NA,NA,"HERBAM002116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2019-02-21 19:34:16-03","UNEMAT","HERBAM","1911","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Milliken, W","Sasaki, D.; Milliken, W.; Sasaki, D.; Frisby, S.; Henicka, G.; Pena, E.M.; Leite, R.A.; Piva","2318","2008","08","20","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata em solo arenoso, com declividade.","-55.138889","-9.356944","-55.138889","-9.356944",NA,NA,NA,"HERBAM001911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2019-02-21 19:34:16-03","UNEMAT","HERBAM","1126","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Milliken, W","Sasaki, D.; Camargo, A.C.; Rosa, S.A. & Piva, J.H.","1097","2006","12","10","Brasil","Mato Grosso","Alta Floresta","Ilha Ariosto da Riva, Mata ciliar.","-55.939444","-9.630833","-55.939444","-9.630833",NA,NA,NA,"HERBAM001126",NA,"2007","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2019-03-16 13:31:06-03","UNEMAT","HERBAM","7816","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Piva, JH","Soares, C.R.A.; Farias, C.C.M.; Zanin, H.R.W. & Damasceno, A.S.V.","Azul 1485418","2012","02","29","Brasil","Pará","Jacareacanga","Afloramento Rochoso.","-56.776944","-9.344722","-56.776944","-9.344722","186","186",NA,"HERBAM007816",NA,"2012","02","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2019-02-21 19:34:16-03","UNEMAT","HERBAM","0595","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Milliken, W","P.F.C.","488",NA,NA,NA,"Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino","-55.198299407959","-9.95028018951416",NA,NA,NA,NA,NA,"HERBAM000595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93610","auto",NA,NA,NA,NA,NA,NA,NA
"388","2019-12-06 19:29:46-03","UFES","VIES","34705","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J. Baitello","Araújo, E.A.","433","2015","10",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 04, indivíduo 413. Parque Nacional do Caparaó","-41.751389","-20.490278","41º45'5''W","20º29'25''S",NA,NA,NA,"VIES034705","VIES034705","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2019-12-06 19:29:46-03","UFES","VIES","34722","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J. Baitello","Araújo, E.A.","418","2015","06",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 226. Parque Nacional do Caparaó","-41.755278","-20.4925","41º45'19''W","20º29'33''S",NA,NA,NA,"VIES034722","VIES034722","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2019-12-06 19:29:46-03","UFES","VIES","34765","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J. Baitello","Araújo, E.A.","377","2015","01",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 05, indivíduo 24. Parque Nacional do Caparaó","-41.755278","-20.4925","41º45'19''W","20º29'33''S",NA,NA,NA,"VIES034765","VIES034765","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2021-02-12 18:12:10-03","UFES","VIES","36916","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez",NA,"Gurtler, J.; Dutra, S.C.","JAC 434","2018","02","16","Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P5).","-40.441111","-18.783056","40º26'28''W","18º46'59''S",NA,NA,NA,"VIES036916","VIES036916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-04-27 16:10:14-03","UFES","VIES","14304","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Quinet, A.","Saiter, F.Z.","226","2003","12","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"VIES014304","VIES014304","2005","11","06",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"393","2021-04-05 11:06:02-03","UNESP-IBB","BOTUW","496","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Ness.) Mez.",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667","40°32'W","19°52'S",NA,NA,NA,"BOTUW000496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2019-08-16 08:39:43-03","UTFPR","HCF","22886","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","E. Barboza","E. Barboza","3978","2013","10","12","Brasil","PR","Guaratuba","Bairro Brejatuba","-48.581389","-25.899167","48°34'53 W","25°53'57 S","17","17","árvore 6 m, flores cremes.",NA,NA,"2013","10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2019-08-16 08:39:43-03","UTFPR","HCF","27845","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J.H. Piva","C.R.A. Soares","5418","2012","02","29","Brasil","PA","Jacareacanga",NA,"-56.776944","-9.344722","56°46'37 W","09°20'41 S","186","186","árvore com 25 m de altura, CAP: 60 cm. Folhas discolores, cartáceas. Frutos carnosos indeiscentes, cor verde quando maduros. Afloramento rochoso.",NA,NA,"2012","02","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-08-16 08:39:43-03","UTFPR","HCF","18547","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M.L. Brotto","J.M. Silva","8421","2013","10","15","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.553889","-25.589167","48°33'14 W","25°35'21 S","17","17","árvore 8 m. Flor alvacenta.",NA,NA,"2013","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-08-16 08:39:43-03","UTFPR","HCF","27923","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","D.R. Silva","C.R.A. Soares","6157","2012","04","26","Brasil","MT","Paranaíta",NA,"-56.780556","-9.343611","56°46'50 W","09°20'37 S","179","179","árvore. Folhas discolores, cartáceas. Frutos carnosos, indeiscentes. Cor verde quando imaturo..",NA,NA,"2012","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-08-16 08:39:43-03","UTFPR","HCF","27291","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M.L. Brotto","M.L. Brotto","2563","2017","12","06","Brasil","PR","Adrianópolis","estrada da Berneck a Tatupeba","-48.764167","-24.752222","48°45'51 W","24°45'08 S","623","623","árvore com 15 m de altura; frutos imaturos.",NA,NA,"2017","12","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-08-16 08:39:43-03","UTFPR","HCF","22909","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","E. Barboza","J.M. Silva","8353","2013","10","06","Brasil","PR","Guaratuba","Balneário Nereidas","-48.573333","-25.903333","48°34'24 W","25°54'12 S","10","10","árvore 10 m, frutos imaturos.",NA,NA,"2013","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-08-16 08:39:43-03","UTFPR","HCF","27734","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M.L. Brotto","R.R. Völtz","1274","2017","04","06","Brasil","PR","Guaraqueçaba","RPPN Salto Morato","-48.303056","-25.1725","48°18'11 W","25°10'21 S","170","170","árvore 25 m alt. frutos com drupa glauca; dossel da floresta de encosta.",NA,NA,"2017","04","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-08-16 08:39:43-03","UTFPR","HCF","20828","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M.L. Brotto","M.L. Brotto","1960","2015","07","29","Brasil","PR","Guaratuba",NA,"-48.586667","-25.901389","48°35'12 W","25°54'05 S","16","16","árvore de 10 m de altura; frutos imaturos verdes e maduros pretos.",NA,NA,"2015","09","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2019-08-16 08:39:43-03","UTFPR","HCF","24648","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","P. Moraes","P.L.R. de Moraes","3429",NA,NA,NA,"Brasil","ES","Linhares","Reserva Natural da Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"403","2019-08-16 08:39:43-03","UTFPR","HCF","15785","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","R.A. Bonaldi","R.A. Bonaldi","779","2013","11","02","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"árvore de 12 m de altura.",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"404","2019-08-16 08:39:43-03","UTFPR","HCF","8813","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","J. Cordeiro & E. Barboza","A.C. Cervi","9050","2007","10","02","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"árvore, 10 m, flor alva e perfumada.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"405","2019-08-16 08:39:43-03","UTFPR","HCF","15784","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","R.A. Bonaldi","R.A. Bonaldi","741","2013","10","05","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"árvore de 11 m de altura, frutos de cor preta.",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"406","2019-08-16 08:39:43-03","UTFPR","HCF","19676","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M.L. Brotto","M. Augusto-Silva",NA,"2012","08","20","Brasil","SC","Garuva","Resgate de Flora LT 230 kv Joinville","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"FOD. Arbórea de grande porte com 15 m de altura e 53 cm de CAP. Botões florais verde-alvos.",NA,NA,"2016","08","01",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"407","2020-06-29 09:30:36-03","UFRRJ","RBR","42956","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","T.P.P. Alverga","T.P.P. Alverga",NA,"2014","06","06","Brasil","Rio de Janeiro","Petrópolis","Inventário Carbono - Rio de Janeiro. Inventário complementar 2343 (DDS).","-43.228889","-22.499722","43º13'44''W","22º29'59''S",NA,NA,NA,"RBR00042956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2020-06-29 09:30:36-03","UFRRJ","RBR","46130","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M. Gomes","T.M.S. Cruz","s/n","2015","08","19","Brasil","Rio de Janeiro","Rio Bonito","Estágio inicial de sucessão em topo de morro a terço superior da encosta. APA Serra do Sambê","-42.66","-22.68","42º39'36''W","22º40'48''S","388","388",NA,"RBR00046130",NA,"2018","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2020-06-29 09:30:36-03","UFRRJ","RBR","46131","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","M. Gomes","T.M.S. Cruz","s/n","2015","09","10","Brasil","Rio de Janeiro","Saquarema","Terço superior da encosta. REVIS Mato Grosso - Tingui - Castelhanas","-42.66","-22.86","42º39'36''W","22º51'36''S","809","809",NA,"RBR00046131",NA,"2018","02","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2013-04-01 09:18:49-03","IPT","BCTW","6110","S","Plantae",NA,"Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","IPT",NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"411","2013-04-01 09:18:49-03","IPT","BCTW","5523","S","Plantae",NA,"Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Cia Vale do Rio Doce (CVRD)","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"412","2013-04-01 09:18:49-03","IPT","BCTW","16386","S","Plantae",NA,"Ocotea","aciphylla","Ocotea aciphylla","(Ness) Mez",NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Itajaí",NA,"-48.6619","-26.9078",NA,NA,NA,NA,"do Herbário Barbosa Rodrigues, 1960 - Acordo Florestal de Santa Catarina, Serv. Flor. Do Ministério da Agricultura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27253","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"413","2013-04-01 09:18:49-03","IPT","BCTW","13826","S","Plantae",NA,"Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"Rodrigues, W.A. & Monteiro, O.P.","5989","1964","07","07","Brasil","Amazonas",NA,"Reserva Florestal Adolpho Ducke",NA,NA,NA,NA,NA,NA,"Margem do Igarapé",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"414","2019-12-26 15:11:32-03","UFSM","SMDB","19373","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart. ex Ness) Mez","Brotto, ML","Silva, JM; Bonaldi, RA; Roher, DA","8421","2013","10","15","Brasil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.553889","-25.589167","-48.553889","-25.589167",NA,NA,"Árvore de 8m. Flor alvacenta. Floresta Ombrófila Densa das terras baixas","SMDB019373",NA,"2013","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2019-11-25 12:12:11-03","UFSM","SMDB","2290","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart. ex Ness) Mez","Vattimo, I","Bresolin, A","s.n.","1973","08","24","Brasil","Santa Catarina","Bom Retiro","Bom Retiro, Paulo Lopes","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,NA,"SMDB002290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA
"416","2019-11-25 12:12:11-03","UFSM","SMDB","2289","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart. ex Ness) Mez","Vattimo, I","Bresolin, A","s.n.","1973","10","18","Brasil","Santa Catarina","Imaruí","Alto Rio D'Uma","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,NA,"SMDB002289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29971","auto",NA,NA,NA,NA,NA,NA,NA
"417","2020-12-21 16:31:00-03","MBM","MBM","406581","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"Völtz, R.R.","912","2016","07","26","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM406581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2020-12-21 16:31:00-03","MBM","MBM","307187","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Moraes, P.L.R. de","Kollmann, L.; et al.; et al.","2714","1999","07","20","Brazil","Espírito Santo","Santa Teresa","São Antônio","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"MBM307187","MBM307187",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"419","2020-12-21 16:31:00-03","MBM","MBM","252112","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Rohwer, J.G.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71476","2000","10","20","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananeiras","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"MBM252112","MBM252112",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
