"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"271","2013-07-03 11:13:29-03","EBDA","BAH","4796","S","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Edna L. P. de Oliveira","1984","Margarida M. da S. Barbosa","1983","Brasil","Bahia","Ituberá","Fazenda Boa Vista","-39.1492","-13.7322",NA,NA,"Arbusto de botões avermelhados, folhas opostas e grandes. Muito frequente.",NA,NA,"14","09","13",NA,NA,NA,NA,NA,"150","150","22399","auto","02",NA,NA,NA,NA,NA,NA,NA
"272","2013-07-03 11:13:29-03","EBDA","BAH","7247","S","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","T.S. dos Santos","1986","J.L. Hage","1986","Brasil","Bahia","Ilhéus","Área do CEPEC, km 22 da rodovia Ilhéus/Itabuna (Br 415).","-39.0494","-14.7889",NA,NA,"Arvorezinha, 3m de altura. Flores em botões amarronzados.",NA,NA,"1797","01","21",NA,NA,NA,NA,NA,"50","50","61245","auto","08",NA,NA,NA,NA,NA,NA,NA
"273","2013-07-03 11:13:29-03","EBDA","BAH","657","S","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Neves, M. Fagundes","2010","Clotildes F. Costa","1953","Brasil","Bahia","Uruçuca",NA,"-39.2844","-14.5931",NA,NA,NA,NA,NA,NA,"12","26",NA,NA,NA,NA,NA,NA,NA,"33791","auto","11",NA,NA,NA,NA,NA,NA,NA
"274","2019-10-09 11:20:21-03","UFBA","ALCB","56098","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Goldenberg, R","2014","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","2001","Brasil","Bahia","Ibirapitanga/Camamú/Maraú","Litoral Sul, Assentamento Oricó, área de reserva legal","-39.349167","-14.133611","-39.349167","-14.133611","5,0 m. Folhas coriáceas, discolores, nervação bastante proeminente na face abaxial. Inflorescência com hipanto esverdeado; corola, estames e estiletes alvos. Ocasional.; vegetação em estádio avançado de desenvolvimento.",NA,NA,"351","09","06","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"10","21",NA,NA,NA,NA,NA,NA
"275","2019-10-09 11:20:21-03","UFBA","ALCB","86729","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Guedes, ML","2009","Ramos, C.H.A.; Alves, L. de J.; Santos, CE","2008","Brasil","Bahia","Itacaré","Litoral Sul, Mata da Antena","-39.711111","-14.167222","-39.711111","-14.167222","de ca 3 m de altura. Folhas levemente cartáceas, discolores. Frutos imaturos verdes .",NA,NA,"362","09","15","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"276","2021-02-08 21:32:40-03","UFBA","ALCB","023504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Baumgratz, JFA","2004","Guedes, ML; Bandeira, FP","1991","Brasil","Bahia","São Francisco do Conde","Faz. Eng. Madruga.","-38.68","-12.6275","-38.68","-12.6275","de mais ou menos 5m de altura folhas membranáceas discolor. Frutos maturos.",NA,NA,"s/n","08","25","Southern America",NA,NA,"Dicotyledon",NA,"11","11",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"277","2021-02-08 21:32:40-03","UFBA","ALCB","026792","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Baumgratz, JFA","2001","Guedes, ML","1991","Brasil","Bahia","Salvador",NA,"-38.35","-12.933333","-38.35","-12.933333","de ca 4,0m de altura. Folhas semicrassas, discolores. Frutos de cor vinho quando maduro.",NA,NA,"s/n","05","04","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"278","2019-10-09 11:20:21-03","UFBA","ALCB","3113","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Noblick, LR","1984","Margarida; B; rnad; Ribeiro, T; Ribeiro, T; R; zinha","1956","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque de Ondina","-38.5","-12.966667","-38.5","-12.966667",NA,NA,NA,"s/n",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"279","2019-10-09 11:20:21-03","UFBA","ALCB","64444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Silva, AA","2003","Pereira-Silva, G; Santos, AA; Servilha, AC; Amaral, AC; Moreira, GA; Pereira, JB; Rezende, JM; Si","2003","Brasil","Goiás","Silvania","Faz. Engenho Velho (próximo a fóz do rio Antas).","-48.456389","-16.320278","-48.456389","-16.320278","com 3m de altura. Flor branca. Ocasional no local.; (borda da mata). Relevo plano. Solo argiloso. Área de influência Direta (lago).",NA,NA,"7743","06","03","Southern America",NA,NA,"Dicotyledon",NA,"800","800",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"280","2019-10-09 11:20:21-03","UFBA","ALCB","100789","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Guedes, ML","2011","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; et al.","2011","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Paralela, entrada pela Rua Carnaúba","-39.516667","-12.933333","-39.516667","-12.933333","de ca 5,5 m de altura. Folhas cartáceas, discolores, margem crenada.",NA,NA,"18237","03","12","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA
"281","2019-10-09 11:20:21-03","UFBA","ALCB","69974","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Goldenberg, R","2014","Guedes, ML; et al.","2005","Brasil","Bahia",NA,"Corredor da Costa Alta.","-39.135556","-13.716667","-39.135556","-13.716667","ca. 3 m alt. Folhas membranáceas, discolores. Inflorescência terminal. Frutos róseos.; antropizada.",NA,NA,"11930","06","11","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"282","2019-10-09 11:20:21-03","UFBA","ALCB","85360","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Goldenberg, R","2014","Ramos, C.H.A.; Alves, L. de J.","2008","Brasil","Bahia","Itagibá","Litoral Sul, Mata da Antena","-39.711111","-14.167222","-39.711111","-14.167222","de ca 5m de altura. Folhas cartáceas, discolores. Inflorescência com flores de pétalas alvas, bastante ornamental. Ocasional.",NA,NA,"173","05","30","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"10","21",NA,NA,NA,NA,NA,NA
"283","2019-10-09 11:20:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Oliveira, ELPG de","1984","Barbosa, MMS","1983","Brasil","Bahia","Ituberá","Litoral Sul, Faz. Boa Vista","-39.133333","-13.8","-39.133333","-13.8","folhas opostas e grandes. Botões avermelhados. Muito frequente.; RALEADA.",NA,NA,"14","09","13","Southern America",NA,NA,"Dicotyledon",NA,"150","150",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"284","2019-10-09 11:20:21-03","UFBA","ALCB","97748","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Goldenberg, R","2014","Guedes, ML; Gomes, FS; Lisboa, MS","2010","Brasil","Bahia","Nilo Peçanha","Litoral Sul, Jatimani","-39.045278","-13.694722","-39.045278","-13.694722","folhas cartáceas, discolores. Flores passadas, secas.",NA,NA,"17751","07","22","Southern America",NA,NA,"Dicotyledon",NA,"16","16",NA,NA,"10","21",NA,NA,NA,NA,NA,NA
"285","2019-10-09 11:20:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Guedes, ML","1989","Guedes, ML","1989","Brasil","Pernambuco","Recife","Mata Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,"6,0 m. Folhas membranáceas, discolores. Inflorescência com flores singelas, alvas.",NA,NA,"2187","11","06","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-10-09 11:20:21-03","UFBA","ALCB","92557","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Guedes, ML","2010","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","Brasil","Bahia","Itagibá","Litoral Sul, Mata do Cacau","-39","-14","-39","-14","de ca 4 m de altura. Folhas discolores. Inflorescência terminal, raque rósea, flores com pétalas brancas.Frutos jovens branco-esverdeados e adultos verde-rosados.",NA,NA,"16428","07","14","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"287","2019-10-09 11:20:21-03","UFBA","ALCB","99010","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Guedes, ML","2011","Guedes, ML; Queiroz, EP; Gomes, FS; Costa, AS; Natassia; et al.","2011","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Paralela","-39.516667","-12.933333","-39.516667","-12.933333","de ca 5 m de altura. Folhas cartáceas, discolores. Frutos imaturos, verdes e maduros vináceos.",NA,NA,"18125","02","08","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"288","2019-10-09 11:20:21-03","UFBA","ALCB","67460","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.","Goldenberg, R","2014","Pereira-Silva, G; Santos, AA; Pereira, JB; Sevilha, AC; Amaral, AC; Moreira, GA; Rezende, J","2003","Brasil","Goiás","Silvania","faz. Engenho Velho, mata da sede.","-48.6081008911133","-16.658899307251",NA,NA,"com 3m de altura. Ocasional no local.; Relevo suave ondulado. Solo argiloso. Área de influência Direta (lago).",NA,NA,"7791","06","10","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"46044","auto","10",NA,NA,NA,NA,NA,NA,NA
"289","2019-10-09 11:20:21-03","UFBA","ALCB","86923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","(Schr. & Mart. ex DC.) DC.",NA,NA,"Araújo, MG; Arruda, R; Mendes, S; Amorim, HE","2003","Brasil","Minas Gerais","Perdizes","EPDA -Galheiro, Perdizes, MG. Mata da Zilda, Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,NA,"ca 1,5m. Flores alvas",NA,NA,"703","06","13","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550397","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Smith H","1898","Colombia",NA,NA,"Plantas of Santa Marta, United States of Colombia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550397","NL-L2550397",NA,"04","01","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"291","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.1070069","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Santos TS dos",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1070069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1070069","NL-L1070069",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","CEPECw157",NA,NA,NA,NA
"292","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550394","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Claussen P",NA,"Brazil",NA,NA,"Brasilia, Curvello (Minasgeraes), x rio S. Francisco.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550394","NL-L2550394",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"293","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550395","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Bang M","1891","Bolivia",NA,NA,"Plantae Boliviae, Vic. Cochabamaba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550395","NL-L2550395",NA,"01","01","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"294","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550396","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Ancuash E","1973","Peru",NA,NA,"Quebrada sasa, Monte, cincak.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550396","NL-L2550396",NA,"06","14","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"295","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Claussen P",NA,"Brazil",NA,NA,"Brásil méridional, Minas geracs.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550399","NL-L2550399",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"296","2020-02-08 10:03:36-03","NBC","NL-BOTANY","L.2550400","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Martius CFP von",NA,"Brazil",NA,NA,"in prov: Rio Negro Brasiliae.*?",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550400","NL-L2550400",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"297","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387096","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Prance GT; et al.","1971","Brazil",NA,NA,"Estado do Acre. Cruzeiro do Sul, Rio Jurua & Rio Moa. 10km above Serra da Moa village.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387096","NL-U1387096",NA,"04","24","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"298","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387097","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Whiffin TP","1968","Colombia",NA,NA,"on Ibla Santa Sofia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387097","NL-U1387097",NA,"08","01","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"299","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387098","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Mexia YEJ","1930","Brazil",NA,NA,"State of Minas Geraes. Districto Ilheu. Fazenda da Tabunha.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387098","NL-U1387098",NA,"08","18","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"300","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387099","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Prance GT; et al.","1973","Brazil",NA,NA,"Estado de Amazonas. Rio Solimoes and Rio Javari. Ilha Aramaça, almost opposite Tabatinga.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387099","NL-U1387099",NA,"07","23","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"301","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387100","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Harley RM; et al.","1974","Brazil",NA,NA,"ESTADO DA BAHIA. COASTAL ZONE. Ca.6km S.W. of Itacare, on side road.","-39.05","-14.316667","-39.05","-14.316667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387100","NL-U1387100",NA,"03","30","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"302","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387101","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack JJ",NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387101","NL-U1387101",NA,"03","26","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0142021",NA,NA,NA,NA
"303","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1387102","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Prance GT; et al.",NA,"Brazil",NA,NA,"Territory of Rondonia. Basin of Rio Madeira. Island in Rio Madeira opposite Jaciparana.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1387102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1387102","NL-U1387102",NA,NA,NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"304","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395524","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Schunke Vigo J","1977","Peru",NA,NA,"Aan Martin. Prov: Lamas. Dtto.: Alonso de Alvarado. San Juan de Pacaizapa, km 72, carretera Tarapoto-Moyobamba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395524","NL-U1395524",NA,"06","20","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"305","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395525","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Ancuash E","1973","Peru",NA,NA,"Quebrada sasa, Monte, cincak.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395525","NL-U1395525",NA,"06","14","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"306","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395526","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Mexia YEJ","1931","Peru",NA,NA,"above Pongo de Manseriche. left bank of Rio Santiago. Overflow bank.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395526","NL-U1395526",NA,"12","12","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"307","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395527","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Solomon JC","1982","Bolivia",NA,NA,"Province of Vaca Diez. Departamento of beni. Ca 5km of Riberalta.","-66.116667","-11.033333","-66.116667","-11.033333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395527","NL-U1395527",NA,"06","03","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"308","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395528","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Solomon JC","1982","Bolivia",NA,NA,"Province of Vaca Diez. Departamento of beni. Ca 5km of Riberalta.","-66.116667","-11.033333","-66.116667","-11.033333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395528","NL-U1395528",NA,"06","03","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"309","2020-02-08 10:03:36-03","NBC","NL-BOTANY","U.1395530","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Krukoff BA","1939","Bolivia",NA,NA,"Department of La paz. Province of S. Yungas. Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395530","NL-U1395530",NA,"07","01","Southern America",NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
